target_x,target_y,gaze_x,gaze_y,error_px_x,error_px_y,error_px_xy,error_deg_x,error_deg_y,error_deg_xy
100,100,105.673963249952,108.988756480451,5.67396324995246,8.9887564804512,10.6297507979569,0.199932697737203,0.316735146171471,0.374558178738741
386,100,376.801892150839,36.3014157014222,-9.19810784916069,-63.6985842985778,64.3592637438295,-0.324111982655484,-2.2442539424151,2.26752521961692
672,100,698.747741580312,65.8129560117452,26.7477415803121,-34.1870439882548,43.4073226115367,0.942486360474549,-1.20460122736328,1.52944885133012
958,100,952.451140365859,93.9777390284983,-5.54885963414142,-6.02226097150165,8.18886258574877,-0.195524446712295,-0.21220559155377,0.288549558215255
1244,100,1229.78711710894,113.454796073216,-14.2128828910616,13.4547960732159,19.5713458261525,-0.500814807027932,0.474102657796539,0.689625316192778
1530,100,1542.08547434894,125.035216489099,12.0854743489365,25.0352164890988,27.7996538628603,0.42585274382564,0.88214610376697,0.979549885785558
1816,100,1817.5544638111,99.4714927144044,1.55446381109937,-0.528507285595609,1.64185190895684,0.0547744885341599,-0.0186229605335712,0.0578537738402551
100,320,84.271202159842,304.98257161932,-15.728797840158,-15.0174283806799,21.746683348626,-0.554229824202657,-0.529163926806218,0.766274380394395
386,320,361.503436504493,328.208131155656,-24.496563495507,8.20813115565591,25.8351512509188,-0.86316674049744,0.289228518655783,0.910331604161312
672,320,657.917052518843,323.770449416179,-14.0829474811566,3.77044941617902,14.5789471004246,-0.496236372066186,0.132858906093642,0.513713523800057
958,320,960.756355052858,321.175787646809,2.75635505285845,1.17578764680934,2.99665976844349,0.0971253962335525,0.0414311151006466,0.105592983894845
1244,320,1272.38481375169,311.691880297155,28.3848137516941,-8.3081197028452,29.5757080171408,1.00016757027347,-0.292751782814484,1.04212766498571
1530,320,1563.66596376813,323.614958687533,33.6659637681264,3.61495868753315,33.8594897000733,1.18624197162989,0.127379901218712,1.19306049144501
1816,320,1836.95506121194,334.178273765383,20.9550612119385,14.1782737653832,25.3009493371739,0.738381269295781,0.499595311811838,0.891509145926135
100,540,91.4785919502376,530.708252543718,-8.52140804976241,-9.29174745628154,12.6075757361148,-0.30026735358239,-0.327411525873894,0.444249715282502
386,540,367.629477998105,552.99262330514,-18.3705220018952,12.9926233051401,22.5007630753133,-0.647313442268232,0.457817389451081,0.792844585808204
672,540,648.874282976825,568.217527677623,-23.1257170231752,28.2175276776234,36.4832517201169,-0.814864944607157,0.99427337327469,1.2855029250524
958,540,962.250203359429,537.146496029397,4.25020335942861,-2.85350397060313,5.11924931086054,0.149763924189229,-0.100548620813832,0.180386349569811
1244,540,1264.81174719808,546.665833395774,20.8117471980786,6.66583339577437,21.8531955625934,0.733331535329601,0.234883005167538,0.770027372448181
1530,540,1558.13724627724,510.833431249876,28.1372462772408,-29.1665687501244,40.5264526047104,0.991444717603943,-1.02771203965254,1.42795281951553
1816,540,1817.65411114986,548.215369051365,1.6541111498625,8.21536905136475,8.38023701014602,0.0582857514291389,0.289483558068755,0.295292956747524
100,760,97.0843182423704,736.120376880819,-2.91568175762964,-23.879623119181,24.0569657360586,-0.102739571827236,-0.841428874071355,0.847677539475656
386,760,367.787027488699,754.47502270007,-18.2129725113011,-5.52497729993013,19.0325442824167,-0.641762061562088,-0.194682909624327,0.67064028656012
672,760,653.997978768577,763.122694318139,-18.0020212314232,3.12269431813888,18.2708507798939,-0.634329021930773,0.110034047341842,0.643801448409526
958,760,969.217377893887,779.974184236185,11.2173778938874,19.9741842361854,22.9084613781753,0.395264104862929,0.703819569985743,0.807209911692589
1244,760,1274.56201265843,783.147693011896,30.5620126584324,23.1476930118955,38.3386529433044,1.07687901612082,0.815639271226993,1.35087286781498
1530,760,1557.13285229092,786.256819433929,27.1328522909239,26.2568194339291,37.7572806254244,0.956055538540205,0.925188932550874,1.33038991087529
1816,760,1829.77738727627,762.479954547706,13.7773872762723,2.47995454770626,13.9988061890676,0.48546957390165,0.0873859043758346,0.493271548669356
100,980,102.464662078909,980.885686797445,2.46466207890892,0.885686797445032,2.61896931375304,0.0868470454262126,0.0312088602387694,0.0922843513859942
386,980,372.538275279887,988.368562015939,-13.4617247201128,8.36856201593935,15.8508946957173,-0.474346797683611,0.294881568820816,0.558532038005733
672,980,662.158752549719,998.411874047258,-9.84124745028146,18.411874047258,20.8769551733428,-0.346774037029329,0.648770513736871,0.73562916812536
958,980,960.297863632987,988.106574001396,2.29786363298683,8.1065740013961,8.42595509814256,0.080969587685719,0.285649981436386,0.296903909887582
1244,980,1263.70192333036,998.609874458287,19.7019233303554,18.609874458287,27.1015352013203,0.694226295469942,0.655747209244951,0.954952097971296
1530,980,1533.33979499114,991.865810116012,3.33979499113548,11.8658101160123,12.3268682272536,0.117683995446217,0.4181125612165,0.434358597004462
1816,980,1812.43538992892,972.646410817555,-3.56461007108464,-7.35358918244538,8.17200824908148,-0.125605773996033,-0.259117277387706,0.287955667323315
