frame_no,target_no,time_stamp,target_x,target_y,pupil_x,pupil_y,ellipse_min_axis,ellipse_max_axis,ellipse_angle,glint_1_x,glint_1_y,glint_2_x,glint_2_y,glint_3_x,glint_3_y,glint_4_x,glint_4_y
1,0,1568999561336,100,100,892.429443359375,554.8966674804689,90.69303894042969,111.3416519165039,133.79133605957028,-1.0,-1.0,882.4132080078125,565.0299072265625,877.5740356445312,618.6700439453125,-1.0,-1.0
2,0,1568999561349,100,100,892.5060424804688,554.9026489257811,90.94098663330078,110.82586669921876,134.151123046875,-1.0,-1.0,882.4132080078125,565.0299072265625,877.5740356445312,618.6700439453125,-1.0,-1.0
3,0,1568999561362,100,100,892.513671875,554.9668579101561,90.01358795166016,110.5991439819336,133.88716125488278,-1.0,-1.0,882.3884887695312,565.0514526367188,877.6978759765625,618.7650146484375,-1.0,-1.0
4,0,1568999561373,100,100,892.5501098632812,554.8815307617189,90.1970443725586,111.12651824951172,134.70858764648438,-1.0,-1.0,882.4763793945312,565.068359375,877.7554321289062,618.7366333007812,-1.0,-1.0
5,0,1568999561384,100,100,892.4781494140625,554.7671508789061,90.20934295654295,110.83782958984376,134.15092468261722,-1.0,-1.0,882.4436645507812,565.1532592773438,877.6354370117188,618.713623046875,-1.0,-1.0
6,0,1568999561395,100,100,892.5496215820312,554.6587524414061,90.19429779052734,110.95166015625,134.25593566894528,-1.0,-1.0,882.4436645507812,565.1532592773438,877.6357421875,618.6663818359375,-1.0,-1.0
7,0,1568999561406,100,100,892.4848022460938,554.7096557617189,89.94651794433594,110.89920806884766,134.48554992675778,-1.0,-1.0,882.4436645507812,565.1532592773438,877.6357421875,618.6663818359375,-1.0,-1.0
8,0,1568999561417,100,100,892.6334838867188,554.774658203125,89.59602355957031,110.66216278076172,133.70918273925778,-1.0,-1.0,882.4436645507812,565.1532592773438,877.6357421875,618.6663818359375,-1.0,-1.0
9,0,1568999561428,100,100,892.572998046875,554.7988891601561,89.54335021972656,110.27253723144531,133.21945190429688,-1.0,-1.0,882.4436645507812,565.1532592773438,877.7720336914062,618.616943359375,-1.0,-1.0
10,0,1568999561440,100,100,892.8197021484375,554.703125,89.75090789794922,110.16407775878906,133.63301086425778,-1.0,-1.0,882.4436645507812,565.1532592773438,877.7720336914062,618.616943359375,-1.0,-1.0
11,0,1568999561451,100,100,892.6895141601562,554.6641845703125,89.6009750366211,110.25607299804688,133.15423583984378,-1.0,-1.0,882.401123046875,565.0350341796875,877.580810546875,618.5844116210938,-1.0,-1.0
12,0,1568999561462,100,100,892.7329711914062,554.4747924804689,90.20854949951172,110.3576889038086,133.39875793457028,-1.0,-1.0,882.401123046875,565.0350341796875,877.580810546875,618.5844116210938,-1.0,-1.0
13,0,1568999561474,100,100,892.66796875,554.5367431640625,89.40007019042969,109.8745346069336,133.73121643066406,-1.0,-1.0,882.0711669921875,565.068603515625,877.580810546875,618.5844116210938,-1.0,-1.0
14,0,1568999561487,100,100,892.593505859375,554.5409545898439,89.99928283691406,110.24850463867188,134.157958984375,-1.0,-1.0,882.3858032226562,564.9349365234375,877.709228515625,618.5,-1.0,-1.0
15,0,1568999561498,100,100,892.5333251953125,554.611572265625,89.40643310546875,109.89798736572266,134.03175354003906,-1.0,-1.0,882.3858032226562,564.9349365234375,877.709228515625,618.5,-1.0,-1.0
16,0,1568999561510,100,100,892.5848999023438,554.6582641601561,89.42214965820312,109.93373107910156,133.32485961914062,-1.0,-1.0,882.29931640625,564.9004516601562,877.709228515625,618.5,-1.0,-1.0
17,0,1568999561521,100,100,892.5843505859375,554.5171508789061,89.31362915039062,109.6216049194336,134.00115966796878,-1.0,-1.0,882.4776611328125,564.705322265625,877.709228515625,618.5,-1.0,-1.0
18,0,1568999561533,100,100,892.8099365234375,554.5760498046875,89.46905517578125,109.12584686279295,134.31864929199222,-1.0,-1.0,882.70263671875,564.593505859375,877.6751708984375,618.46533203125,-1.0,-1.0
19,0,1568999561544,100,100,892.7744750976562,554.6033325195311,88.8629379272461,109.37665557861328,133.84194946289062,-1.0,-1.0,882.70263671875,564.593505859375,877.6751708984375,618.46533203125,-1.0,-1.0
20,0,1568999561556,100,100,892.8754272460938,554.4960327148439,88.64147186279297,109.2146224975586,133.84487915039062,-1.0,-1.0,882.6172485351562,564.8268432617188,877.7986450195312,618.4205322265625,-1.0,-1.0
21,0,1568999561567,100,100,892.8353271484375,554.6492919921875,88.4613265991211,108.5639877319336,132.87088012695312,-1.0,-1.0,882.6172485351562,564.8268432617188,877.7986450195312,618.4205322265625,-1.0,-1.0
22,0,1568999561579,100,100,892.9174194335938,554.4398803710939,88.88204193115234,109.21073150634766,133.56317138671878,-1.0,-1.0,882.5584106445312,564.735595703125,877.9014282226562,618.5,-1.0,-1.0
23,0,1568999561591,100,100,892.8439331054688,554.4135131835939,88.5296859741211,108.6894760131836,134.44842529296878,-1.0,-1.0,882.5584106445312,564.735595703125,877.7986450195312,618.4205322265625,-1.0,-1.0
24,0,1568999561603,100,100,892.7720947265625,554.530029296875,88.54588317871094,108.67806243896484,134.27471923828122,-1.0,-1.0,882.5584106445312,564.735595703125,877.9474487304688,618.5863647460938,-1.0,-1.0
25,0,1568999561615,100,100,892.6893310546875,554.3236083984375,88.19469451904297,108.5440902709961,133.84796142578122,-1.0,-1.0,882.6571655273438,564.5222778320312,877.9474487304688,618.5863647460938,-1.0,-1.0
26,0,1568999561627,100,100,892.7129516601562,554.2168579101561,88.55029296875,108.7872314453125,133.98213195800778,-1.0,-1.0,882.6571655273438,564.5222778320312,877.8328247070312,618.6658935546875,-1.0,-1.0
27,0,1568999561639,100,100,892.6780395507812,554.5745239257811,87.51543426513672,108.01374816894531,134.14109802246094,-1.0,-1.0,882.5184936523438,564.7692260742188,877.8886108398438,618.6028442382812,-1.0,-1.0
28,0,1568999561650,100,100,892.6146240234375,554.35302734375,87.85862731933594,108.57485961914062,134.33975219726562,-1.0,-1.0,882.4903564453125,564.7731323242188,877.9229736328125,618.7086791992188,-1.0,-1.0
29,0,1568999561662,100,100,892.6866455078125,554.5553588867189,87.6318359375,108.25263214111328,133.42655944824222,-1.0,-1.0,882.4903564453125,564.7731323242188,877.9229736328125,618.7086791992188,-1.0,-1.0
30,0,1568999561674,100,100,892.6445922851562,554.4383544921875,87.77191162109375,107.88941955566406,134.46536254882812,-1.0,-1.0,882.4492797851562,564.823486328125,877.9295654296875,618.74072265625,-1.0,-1.0
31,0,1568999561686,100,100,892.7506103515625,554.6423950195311,87.53854370117188,107.43533325195312,133.83201599121094,-1.0,-1.0,882.4492797851562,564.823486328125,877.9295654296875,618.74072265625,-1.0,-1.0
32,0,1568999561698,100,100,892.6752319335938,554.4879760742189,87.35307312011719,107.797607421875,134.4720458984375,-1.0,-1.0,882.195068359375,564.89990234375,877.9295654296875,618.74072265625,-1.0,-1.0
33,0,1568999561709,100,100,892.6281127929688,554.389892578125,87.35574340820312,107.5004425048828,133.88140869140622,-1.0,-1.0,882.195068359375,564.89990234375,877.9295654296875,618.74072265625,-1.0,-1.0
34,0,1568999561721,100,100,892.750732421875,554.351806640625,87.67839050292969,107.87308502197266,133.79948425292972,-1.0,-1.0,882.1770629882812,564.9686279296875,877.9295654296875,618.74072265625,-1.0,-1.0
35,0,1568999561733,100,100,892.8756713867188,554.5074462890625,86.63349151611328,106.74395751953124,133.28396606445312,-1.0,-1.0,882.262451171875,564.8829956054688,877.9295654296875,618.74072265625,-1.0,-1.0
36,0,1568999561745,100,100,892.7341918945312,554.4696655273439,87.27642822265625,106.92642211914062,133.56770324707028,-1.0,-1.0,882.2327880859375,564.90771484375,877.8215942382812,618.8215942382812,-1.0,-1.0
37,0,1568999561758,100,100,892.8277587890625,554.4066772460939,87.1255874633789,107.2904281616211,133.69638061523438,-1.0,-1.0,882.2327880859375,564.90771484375,877.8215942382812,618.8215942382812,-1.0,-1.0
38,0,1568999561771,100,100,892.8818969726562,554.3908081054689,87.3533935546875,107.24816131591795,133.16964721679688,-1.0,-1.0,882.2327880859375,564.90771484375,877.8215942382812,618.8215942382812,-1.0,-1.0
39,0,1568999561782,100,100,892.885986328125,554.3712158203125,87.24163818359375,107.28692626953124,132.7889404296875,-1.0,-1.0,882.4055786132812,564.7886352539062,877.8215942382812,618.8215942382812,-1.0,-1.0
40,0,1568999561794,100,100,892.8886108398438,554.3660278320311,87.14552307128906,107.3031768798828,133.16416931152344,-1.0,-1.0,882.4055786132812,564.7886352539062,877.9295654296875,618.74072265625,-1.0,-1.0
41,0,1568999561806,100,100,892.89697265625,554.3074951171875,87.05490112304688,107.04377746582031,132.84455871582028,-1.0,-1.0,882.4049682617188,564.8648681640625,877.9295654296875,618.74072265625,-1.0,-1.0
42,0,1568999561819,100,100,892.7807006835938,554.3479614257811,87.15360260009766,107.08128356933594,133.51019287109378,-1.0,-1.0,882.7102661132812,564.8909301757812,877.9295654296875,618.74072265625,-1.0,-1.0
43,0,1568999561831,100,100,892.9132690429688,554.3549194335939,86.86942291259766,106.93693542480469,133.39921569824222,-1.0,-1.0,882.7481079101562,564.8257446289062,877.9295654296875,618.74072265625,-1.0,-1.0
44,0,1568999561842,100,100,893.0983276367188,554.3037109375,87.15945434570312,107.05175018310548,132.67318725585938,-1.0,-1.0,882.7481079101562,564.8257446289062,878.0145874023438,618.6886596679688,-1.0,-1.0
45,0,1568999561853,100,100,892.9865112304688,554.3087158203125,86.56851959228516,107.0577163696289,132.66246032714844,-1.0,-1.0,882.7481079101562,564.8257446289062,878.0145874023438,618.6886596679688,-1.0,-1.0
