frame_no,target_no,time_stamp,target_x,target_y,pupil_x,pupil_y,ellipse_min_axis,ellipse_max_axis,ellipse_angle,glint_1_x,glint_1_y,glint_2_x,glint_2_y,glint_3_x,glint_3_y,glint_4_x,glint_4_y
1,00,1568648764151,0100,0100,884.8142700195312,555.8363037109375,67.1461181640625,86.22118377685547,121.8885726928711,793.5840454101562,568.6470336914062,881.5570068359375,558.8540649414062,-1.0,-1.0,801.5,604.0
2,00,1568648764164,0100,0100,884.5155029296875,555.64892578125,67.51502227783203,85.67511749267578,122.19050598144531,793.5,568.5,881.7507934570312,558.5789184570312,-1.0,-1.0,801.2500610351562,603.75
3,00,1568648764178,0100,0100,884.689208984375,555.3021240234375,67.7481689453125,85.3895263671875,123.75377655029297,793.61962890625,568.3804931640625,881.7740478515625,558.6075439453125,-1.0,-1.0,801.5,603.5
4,00,1568648764190,0100,0100,884.5445556640625,554.961181640625,67.2120132446289,85.28795623779297,122.77684020996094,793.6747436523438,568.1727294921875,881.6121826171875,558.2647705078125,-1.0,-1.0,801.5,603.5
5,00,1568648764203,0100,0100,884.5308837890625,555.0494995117188,66.9250259399414,84.6933364868164,122.7303695678711,793.391845703125,568.007080078125,881.6651611328125,558.1605224609375,-1.0,-1.0,801.5,603.5
6,00,1568648764215,0100,0100,884.4906616210938,554.8041381835938,67.4192886352539,85.43352508544922,123.3857421875,793.4738159179688,567.6753540039062,881.4733276367188,558.0237426757812,-1.0,-1.0,801.5,603.5
7,00,1568648764226,0100,0100,884.4689331054688,554.6708984375,67.28140258789062,85.74751281738281,122.04544067382812,793.5574340820312,567.6757202148438,881.5570068359375,557.8540649414062,-1.0,-1.0,801.5,603.0
8,00,1568648764239,0100,0100,884.5814208984375,554.4854736328125,67.21896362304688,85.4146957397461,123.41046142578125,793.5,567.5,881.5130004882812,557.665771484375,-1.0,-1.0,801.0001220703125,603.0000610351562
9,00,1568648764252,0100,0100,884.4190063476562,554.226318359375,66.34697723388672,84.90390014648438,121.29024505615234,793.61962890625,567.3804931640625,881.6635131835938,557.629638671875,-1.0,-1.0,801.5,603.0
10,00,1568648764265,0100,0100,884.5827026367188,554.268798828125,66.5642318725586,85.73542785644531,122.55811309814453,793.61962890625,567.3804931640625,881.7692260742188,557.5457763671875,-1.0,-1.0,801.5,602.5
