frame_no,target_no,time_stamp,target_x,target_y,pupil_x,pupil_y,ellipse_min_axis,ellipse_max_axis,ellipse_angle,glint_1_x,glint_1_y,glint_2_x,glint_2_y,glint_3_x,glint_3_y,glint_4_x,glint_4_y
1,0,1568996614313,100,100,852.5132446289062,478.512939453125,103.78294372558594,125.15450286865234,127.278076171875,726.6660766601562,490.26019287109375,854.3273315429688,478.1800537109375,847.7434692382812,530.8139038085939,-1.0,-1.0
2,0,1568996614324,100,100,852.5052490234375,478.6026611328125,103.49308776855469,125.34806060791016,127.21316528320312,726.6660766601562,490.26019287109375,854.294189453125,478.3941345214844,847.7434692382812,530.8139038085939,-1.0,-1.0
3,0,1568996614338,100,100,852.5540161132812,478.6216125488281,103.02912902832031,125.25515747070312,126.84658813476562,726.1613159179688,490.4849548339844,854.5333862304688,478.5333862304688,847.6868286132812,531.0,-1.0,-1.0
4,0,1568996614349,100,100,852.5340576171875,478.7116088867188,103.8118133544922,125.25645446777344,126.18756866455078,726.2164916992188,490.56536865234375,854.5377807617188,478.4622497558594,847.6158447265625,531.0238037109375,-1.0,-1.0
5,0,1568996614359,100,100,852.778564453125,478.8729248046875,103.21240997314452,124.5365982055664,126.70128631591795,726.4678344726562,490.5710754394531,854.4312744140625,478.600341796875,847.603271484375,531.3368530273439,-1.0,-1.0
6,0,1568996614370,100,100,852.7050170898438,478.9873046875,103.03062438964844,124.95301055908205,125.97225189208984,727.26513671875,490.3499755859375,854.294189453125,478.6058654785156,847.6143798828125,531.2822875976561,-1.0,-1.0
7,0,1568996614382,100,100,852.5819702148438,479.1827087402344,102.92564392089844,124.8475570678711,125.74040222167969,727.1754150390625,490.5556640625,854.3726806640625,478.9476013183594,847.5042114257812,531.4656372070311,-1.0,-1.0
8,0,1568996614392,100,100,852.435302734375,479.0461120605469,103.3538055419922,124.75981903076172,125.34639739990234,727.22900390625,490.78424072265625,854.5,479.0,847.4622192382812,531.4622192382811,-1.0,-1.0
9,0,1568996614403,100,100,852.6307983398438,479.4924621582031,102.98837280273438,124.3506851196289,126.50421905517578,727.371826171875,490.3748779296875,854.5,479.0,847.7437133789062,531.7293701171875,-1.0,-1.0
10,0,1568996614414,100,100,853.5101318359375,478.90618896484375,103.35057067871094,123.71648406982422,126.75275421142578,727.4074096679688,490.27960205078125,855.065673828125,478.7740783691406,848.1930541992188,531.1923828125,-1.0,-1.0
11,0,1568996614426,100,100,854.82275390625,477.5689086914063,101.6782455444336,123.74156951904295,126.33267974853516,727.4180908203125,489.74151611328125,855.6539916992188,478.3638000488281,848.5,531.2431030273439,-1.0,-1.0
12,0,1568996614437,100,100,855.6619262695312,476.81817626953125,101.3584976196289,124.32115936279295,126.62188720703124,704.3851318359375,504.1768493652344,855.8543090820312,477.8651123046875,848.6785888671875,531.101318359375,-1.0,-1.0
13,0,1568996614448,100,100,855.5702514648438,476.6614990234375,101.19439697265624,123.51128387451172,126.7176513671875,704.4366455078125,503.9273681640625,856.1934814453125,477.8789367675781,848.72119140625,531.221923828125,-1.0,-1.0
14,0,1568996614460,100,100,855.6054077148438,476.5573120117188,101.22686767578124,123.48492431640624,126.61605072021484,704.127685546875,504.19171142578125,856.2197265625,478.1054992675781,848.7453002929688,531.4379272460939,-1.0,-1.0
