error_px_x_mean,error_px_x_std,error_px_y_mean,error_px_y_std,error_px_xy_mean,error_px_xy_std,error_deg_x_mean,error_deg_x_std,error_deg_y_mean,error_deg_y_std,error_deg_z_mean,error_deg_z_std,error_deg_xyz_mean,error_deg_xyz_std
5.811629382825591e-05,0.004077204549516194,9.375198398047507e-06,0.004079656412795632,0.00808859263484692,0.002860572758180656,0.5143646830552003,0.17830937444555955,0.14244445892748597,0.04001807489474734,0.4889412012393714,0.23742727017810253,0.799469104351533,0.28474556177259935
