error_px_x_mean,error_px_x_std,error_px_y_mean,error_px_y_std,error_px_xy_mean,error_px_xy_std,error_deg_x_mean,error_deg_x_std,error_deg_y_mean,error_deg_y_std,error_deg_z_mean,error_deg_z_std,error_deg_xyz_mean,error_deg_xyz_std
5.766449148742127e-05,0.0001598151328589962,-1.908528201892231e-05,0.00028725955559780945,0.005526676416658501,0.0007934348001593399,0.39878125919115814,0.07619804180473312,0.12709962240573658,0.01709466308274199,0.26075650521064364,0.03467024737626389,0.5391381027083291,0.07741749361845995
