error_px_x_mean,error_px_x_std,error_px_y_mean,error_px_y_std,error_px_xy_mean,error_px_xy_std,error_deg_x_mean,error_deg_x_std,error_deg_y_mean,error_deg_y_std,error_deg_z_mean,error_deg_z_std,error_deg_xyz_mean,error_deg_xyz_std
-8.57772423637717e-06,3.256921734962851e-05,3.594249666771723e-06,3.0045686884536376e-05,0.003232951273881666,0.00045338530506067583,0.2300058036798469,0.04260546272423366,0.06541201723262702,0.006503383360764766,0.16410279481845588,0.026762595345943625,0.3186886406280852,0.045060955035519594
