error_px_x_mean,error_px_x_std,error_px_y_mean,error_px_y_std,error_px_xy_mean,error_px_xy_std,error_deg_x_mean,error_deg_x_std,error_deg_y_mean,error_deg_y_std,error_deg_z_mean,error_deg_z_std,error_deg_xyz_mean,error_deg_xyz_std
3.365095424426653e-05,8.127269639875244e-05,-9.380112114495263e-06,0.00021998993834765757,0.0055235415886601335,0.0007880634682200863,0.3988846957775019,0.07587244350502421,0.12721265906797727,0.017158647410717313,0.259445648477842,0.03324157115444337,0.5387808931088172,0.07684425331348742
