experiment,camera_pos_x,camera_pos_y,camera_pos_z,error_px_x,error_px_y,error_px_xy,error_deg_x,error_deg_y,error_deg_z,error_deg_xyz
40,-200.0,65.0,20.0,0.003770364377060716,0.003497878284584656,0.0076891660646748175,0.5000315803072619,0.13096541622174696,0.46378857888662184,0.7610770907115894
41,-200.0,65.0,0.0,0.003639782384203182,0.003375036372617448,0.007511652406460377,0.4904555141294735,0.1291514234238737,0.4496502776637907,0.7432436753022991
45,-200.0,80.0,340.0,0.008534911097783471,0.007309590350666831,0.01575605616917647,0.989675311820847,0.26162021066081625,1.0257414829862983,1.5579963129605094
46,-200.0,80.0,320.0,0.00793696230912205,0.006763404306589212,0.014480695265156461,0.9165105729680464,0.23820236751528104,0.9366674350025025,1.4331794276427192
47,-200.0,80.0,300.0,0.007417093017934766,0.006290757968755137,0.013427944213770082,0.8548408062324344,0.2194674233841173,0.8625988862676801,1.3298421151564057
48,-200.0,80.0,280.0,0.006959483177438109,0.005877567634804021,0.012542611292748303,0.8024247249644328,0.20414570709831914,0.8000240733049093,1.2427238730047652
49,-200.0,80.0,260.0,0.0065529490685494645,0.005513317700326454,0.011787558123127732,0.7570359205160326,0.1914330857824373,0.746419462775526,1.16826710649426
50,-200.0,80.0,240.0,0.006189144673641504,0.005189907820201024,0.011136361227244125,0.7174031332431811,0.18076861847655873,0.7000402365432419,1.103932099516577
51,-200.0,80.0,220.0,0.005861603849678674,0.004900958234321507,0.010569774315970884,0.6827010634471281,0.17176202948180036,0.6593776351982641,1.047861280862556
52,-200.0,80.0,200.0,0.005565180640472013,0.004641358540615477,0.010073597607348382,0.6523288644452534,0.16405833615023208,0.623480133350755,0.998676118827461
53,-200.0,80.0,180.0,0.005295697232994792,0.004406959025434118,0.009636700634658942,0.6264116177622562,0.15747025543654425,0.591780964719113,0.9552940374979982
54,-200.0,80.0,160.0,0.005049709348177463,0.004194351517073638,0.009249829137595847,0.6039036766592605,0.15174051445817827,0.5635796966332134,0.9168182344606122
55,-200.0,80.0,140.0,0.00482434261648386,0.004000709410570721,0.008905511880100138,0.584060781291255,0.1468080685572618,0.5384368093574342,0.8825237898133135
56,-200.0,80.0,120.0,0.004617174266799671,0.0038236682955889523,0.008597788639619589,0.566359474193537,0.14251040529059222,0.5158869424723845,0.8518302086797361
57,-200.0,80.0,100.0,0.004426145059669567,0.00366123528858841,0.008321807196321923,0.5504290219074182,0.13881788558635866,0.4956015092378316,0.8242642627751774
58,-200.0,80.0,80.0,0.0042494921992704765,0.003511719115459688,0.008074045072472629,0.5361225943934764,0.13565390007267855,0.4771962354372448,0.7994809362184898
59,-200.0,80.0,60.0,0.004085697219891535,0.003373675511370469,0.007851027064691016,0.5233856289123754,0.13300346430556964,0.4606881525425952,0.7771402548578902
60,-200.0,80.0,40.0,0.00393344486431588,0.0032458640976813537,0.007649420671777191,0.5117330643581367,0.13085555806340401,0.44563905006662957,0.7569170205477878
61,-200.0,80.0,20.0,0.003791590206084631,0.003127213982791094,0.007467192029787328,0.5010995279232683,0.12904678668952813,0.43198588229902996,0.7386115970602813
62,-200.0,80.0,0.0,0.003659132067276793,0.003016796088027,0.007302286824077218,0.49140073919670463,0.12752039658227635,0.41957893358594234,0.7220225735406249
66,-200.0,95.0,340.0,0.008690496190952399,0.006498407073319435,0.015182965893286143,0.9943485069057669,0.25252788513143015,0.9417597722275902,1.501267813488954
67,-200.0,95.0,320.0,0.008067138727770123,0.006004018704591979,0.013957606662574144,0.9212641155834755,0.23004377147450736,0.8592059582813465,1.3812478223180367
68,-200.0,95.0,300.0,0.007526994672329776,0.005577384253275585,0.012945289856571512,0.8596551404901294,0.2121943523648212,0.7907041112808862,1.2818184698255262
69,-200.0,95.0,280.0,0.007053035836954061,0.005205378091857396,0.012093945714224794,0.8067055768382728,0.19767374441648938,0.7329590752058923,1.1980052087956814
70,-200.0,95.0,260.0,0.006633185767320185,0.004878200356901846,0.011368462788877352,0.7608123616244606,0.18551954472995053,0.6837362289609753,1.1264361820509587
71,-200.0,95.0,240.0,0.00625843614447411,0.00458831654283938,0.010743654050650288,0.7207403140431595,0.17533039913066178,0.6413135639203948,1.0646850514183561
72,-200.0,95.0,220.0,0.00592182375337208,0.004329808773894977,0.01020092706982194,0.6855864330293033,0.1667139328123586,0.6043257325793656,1.0109554090456596
73,-200.0,95.0,200.0,0.005617824706583016,0.004097951027682331,0.009726704391132285,0.6551198585445326,0.1593647575509349,0.5719032779809814,0.9639261774751309
74,-200.0,95.0,180.0,0.005341970305893738,0.0038889175534949005,0.009310087733781197,0.629100949268955,0.1530624411112326,0.5433951239470973,0.9225369762783417
75,-200.0,95.0,160.0,0.005090589906160764,0.0036995757187673127,0.008941936018708739,0.6063730814147198,0.1476690139478555,0.5181350844639607,0.8859027836553236
76,-200.0,95.0,140.0,0.004860631243311008,0.0035273349253520684,0.008615162985460053,0.586272023904893,0.14302711615286928,0.49567847714306235,0.8533357298488106
77,-200.0,95.0,120.0,0.004649530514013878,0.003370034077667566,0.008324492793643487,0.568265439274556,0.13910206779820553,0.4757050898255565,0.8243197948017493
78,-200.0,95.0,100.0,0.004455115784195797,0.0032258563058384666,0.008064800492603058,0.5520778301624593,0.13575543805917803,0.457805175752018,0.7983562470987847
79,-200.0,95.0,80.0,0.004275533549388761,0.0030932633852873257,0.007831955124064382,0.5375631450896715,0.13304976563821633,0.4417164849222392,0.7750422139332885
80,-200.0,95.0,60.0,0.004109191839610823,0.0029709446609012635,0.007623099213152281,0.5246786923678762,0.13089732905232454,0.42731889831553477,0.754097337756096
81,-200.0,95.0,40.0,0.003954715460251625,0.0028577768142840757,0.007435302466301394,0.5128920486043206,0.12906990883197958,0.41429239725999983,0.7352355666552458
82,-200.0,95.0,20.0,0.0038109103221289652,0.0027527918751242882,0.007265842672613021,0.5021390754080886,0.1275079933977434,0.40248382714273334,0.7181906377971148
83,-200.0,95.0,0.0,0.0036767346950465664,0.0026551515386284124,0.007112546396623611,0.49234853967387404,0.12622368058912722,0.391774313494691,0.7027500423341665
87,-200.0,110.0,340.0,0.008833956396630567,0.005656166174179624,0.01465640515139452,1.000618939626583,0.244535841335986,0.8581702990848324,1.4490338774155744
88,-200.0,110.0,320.0,0.008186700286473317,0.005218835325831048,0.01347536040469943,0.9268348049170431,0.22300897334839234,0.7823200848483132,1.3332877715825913
89,-200.0,110.0,300.0,0.007627594313615496,0.004842404070259264,0.012499506520669168,0.8644065972201769,0.20582813395880767,0.7197055752482038,1.2373991474873673
90,-200.0,110.0,280.0,0.007138419495206523,0.004514950366329962,0.01167913430134705,0.8110271748338859,0.19172639482742926,0.6672089856452318,1.1566106541508498
91,-200.0,110.0,260.0,0.006706229813062363,0.0042275749432550995,0.010980742628473539,0.76452646446085,0.18000784475209797,0.6227761713566776,1.0876984781912113
92,-200.0,110.0,240.0,0.006321376708119227,0.0039734481930076265,0.010380392098036944,0.7239543025485432,0.17020744908491303,0.5846016600384774,1.0283497785200357
93,-200.0,110.0,220.0,0.005976419364895881,0.0037472194260877354,0.009860022634017125,0.6885248469451064,0.1619681594765893,0.5516418824281595,0.9768179600369193
94,-200.0,110.0,200.0,0.005665472779842997,0.0035446274477080883,0.009406542243549719,0.6579898741147379,0.15494488922818644,0.5228782398740811,0.9318286583749131
95,-200.0,110.0,180.0,0.005383791765395401,0.003362232492662299,0.009009487255992725,0.6318256191415628,0.1489943109254601,0.4976128988456992,0.8923639628148232
96,-200.0,110.0,160.0,0.0051274915880517155,0.0031972257118866422,0.008660070472163639,0.6086514765360713,0.143934084765268,0.47547041443626126,0.8575713310677014
97,-200.0,110.0,140.0,0.004893352529290307,0.0030472903424940776,0.008350925030874791,0.5882687218750058,0.13964343997089249,0.45579267813364777,0.8267368139451975
98,-200.0,110.0,120.0,0.0046786786209899065,0.002910498499439308,0.008076413904959794,0.5700481855423841,0.13613881666967506,0.43837558764596607,0.799311283341026
99,-200.0,110.0,100.0,0.004481192749144472,0.0027852331220046215,0.007832070115048722,0.5535760882925017,0.13334141262534818,0.42303416369288654,0.7748580083204517
100,-200.0,110.0,80.0,0.004298957069547658,0.0026701281032457166,0.007613908745670211,0.5388910422594247,0.13109325339777683,0.40922758221404654,0.7529893181724836
101,-200.0,110.0,60.0,0.004130311501481233,0.002564021769655588,0.007418808752507465,0.5258952805039945,0.129217888372297,0.39683914361321493,0.7334005773157858
102,-200.0,110.0,40.0,0.003973825491628918,0.0024659203454243184,0.007243838975948992,0.5140193734553136,0.1276502175776817,0.38572887217168056,0.7158056257823598
103,-200.0,110.0,20.0,0.0038282596685161275,0.002374968955875077,0.0070863476271083,0.5031255325082234,0.12629957678207035,0.3757163242122577,0.6999462155689373
104,-200.0,110.0,0.0,0.0036925350484723982,0.0022904284259211167,0.006944447294859627,0.49321721061111395,0.1251554295125273,0.3666765571905387,0.685636915961769
108,-200.0,125.0,340.0,0.008963449163829476,0.004785095573390654,0.014183812948801002,1.0075793593945348,0.23735852952204478,0.7765058023784659,1.4020616871708456
109,-200.0,125.0,320.0,0.00829423830549202,0.0044098593221272705,0.01304111500879605,0.9328469433622283,0.21658449225733495,0.7077431313257787,1.2900340980355105
110,-200.0,125.0,300.0,0.007717806554610133,0.0040876089684146535,0.012097222049679942,0.8696303453798286,0.1999277651894801,0.6512190369277902,1.1972648059854782
111,-200.0,125.0,280.0,0.007214792046797422,0.0038078785680328246,0.011304428164139018,0.8151452268382255,0.1863321229768291,0.604286967913175,1.1191790708502956
112,-200.0,125.0,260.0,0.006771423380400888,0.003562856935194815,0.010630253776895238,0.7681268063198319,0.17503004445476186,0.5647425354256426,1.0526494425145319
