error_px_x_mean,error_px_x_std,error_px_y_mean,error_px_y_std,error_px_xy_mean,error_px_xy_std,error_deg_x_mean,error_deg_x_std,error_deg_y_mean,error_deg_y_std,error_deg_z_mean,error_deg_z_std,error_deg_xyz_mean,error_deg_xyz_std
1.1914876406993282e-06,5.673068544409114e-05,-2.0277581264475428e-05,0.00023454550462101057,0.002208986189898435,0.0005222487205390445,0.1589228286243252,0.044240773271585855,0.04224530464079961,0.00739786393177642,0.11138631905614194,0.03281697054189541,0.21792427750826696,0.05173701682411015
