bins,hist,errors
-1.9153304562804236,1.983300608873287e-05,6.6110020295776235e-06
-1.722216823721407,9.181947263302255e-05,2.766826775341746e-05
-1.5291031911623902,0.00025244233675905664,7.541439352258918e-05
-1.3359895586033737,0.0005998872212024139,0.00018070072214178837
-1.142875926044357,0.0014524616310909058,0.0004309393915576525
-0.9497622934853402,0.004335837923694835,0.001302734677717324
-0.7566486609263237,0.017543885423009862,0.005439875262634298
-0.5635350283673071,0.10124210934058683,0.03121825341733713
-0.3704213958082905,0.1350155150423557,0.03990388582456702
-0.1773077632492739,0.14185202569672004,0.041958193492276516
0.015805869309742704,0.11767608097840872,0.02770487311650716
0.20891950186875974,0.09388920597213438,0.03140887064252329
0.40203313442777633,0.14646454629794906,0.04482087979704714
0.5951467669867929,0.1378310673511747,0.04018730193009429
0.7882603995458095,0.08322394573493652,0.026469105440830185
0.9813740321048261,0.013016573292384297,0.00397468133133828
1.1744876646638427,0.0035518220533723335,0.0010603312699661444
1.3676012972228593,0.0012196074484935608,0.0003648293712618762
1.5607149297818759,0.0004897038540427869,0.00014397293308857935
1.7538285623408925,0.00017996616636072418,5.435712779874935e-05
1.9469421948999097,5.1663756601514015e-05,1.6772357000965453e-05
