error_px_x_mean,error_px_x_std,error_px_y_mean,error_px_y_std,error_px_xy_mean,error_px_xy_std,error_deg_x_mean,error_deg_x_std,error_deg_y_mean,error_deg_y_std,error_deg_z_mean,error_deg_z_std,error_deg_xyz_mean,error_deg_xyz_std
8.067511817249165e-06,1.807757259589046e-05,-1.459552334711955e-06,1.8801542147505707e-05,0.0055149449333518384,0.0007844006199443669,0.39852071285459273,0.07579230911113678,0.12715636021358878,0.01717509182731457,0.257952809221558,0.03206103910962995,0.5379150234374392,0.07646497330181463
