bins,hist,errors
-1.2357013665203451,1.7384486818518936e-05,5.386742394470656e-06
-1.1062604761870105,4.4318198790872216e-05,1.383413387670873e-05
-0.9768195858536757,0.00012046714809452557,3.5381103454591355e-05
-0.847378695520341,0.0002857421988339661,8.459634078589144e-05
-0.7179378051870062,0.0006855853956599016,0.00020310467346424586
-0.5884969148536714,0.002001909355326913,0.0006058860934144381
-0.45905602452033667,0.0070536943136323025,0.002133027562246869
-0.32961513418700195,0.03328051877267482,0.010473786030267126
-0.2001742438536671,0.11024139706633113,0.03190702188804831
-0.0707333535203325,0.21141960005396537,0.06020321240831213
0.05870753681300234,0.239685061657388,0.07003622094556428
0.18814842714633717,0.2249493829853865,0.06582733874603003
0.3175893174796718,0.1197360202404397,0.03422809573024761
0.4470302078130066,0.04032001167453988,0.012868805154426887
0.5764710981463412,0.00772801652064922,0.002364779911172618
0.7059119884796761,0.0017102907102444333,0.0005265540690595066
0.8353528788130109,0.0004821134443051237,0.0001414019878548547
0.9647937691463457,0.00017482427589327493,5.2031034492046105e-05
1.0942346594796801,5.190860852853541e-05,1.5915375256390573e-05
1.223675549813015,1.0773484788941313e-05,3.7952048688315983e-06
1.35311644014635,9.794077080855737e-07,2.4485192702139343e-07
