experiment,camera_pos_x,camera_pos_y,camera_pos_z,error_px_x,error_px_y,error_px_xy,error_deg_x,error_deg_y,error_deg_z,error_deg_xyz
19,-200.0,50.0,20.0,5.936624328414954e-05,0.00016467449730362177,0.005503870496385784,0.4028283127623381,0.12704321468515656,0.25218010112686895,0.5367765449066954
20,-200.0,50.0,0.0,5.737319790969352e-05,0.00015815656731457754,0.005468225294228676,0.3995492806699577,0.12625412651389128,0.2510811157411932,0.5332998603262072
25,-200.0,65.0,320.0,0.0002079292726111687,0.0003907252949162443,0.007548848024316546,0.5869313732563752,0.17069559353685265,0.3268479631544981,0.7364783003732592
26,-200.0,65.0,300.0,0.00017258369693123944,0.00034918178538489417,0.007152191756853842,0.552925389377034,0.1624296318001982,0.30895948925779293,0.6977124071933487
27,-200.0,65.0,280.0,0.0001475014464301375,0.0003165492787834202,0.006845355637865021,0.526256002099702,0.1559939220803888,0.2957881252089733,0.6677272110688214
28,-200.0,65.0,260.0,0.0001289840670741194,0.0002900354529074391,0.006602184321379554,0.5048539381817359,0.15086027922654074,0.285954057341476,0.6439671962889345
29,-200.0,65.0,240.0,0.0001148722237938527,0.00026793823835288236,0.006405631736954456,0.4873574472423348,0.14668460557523866,0.2784663407631903,0.6247659367488232
30,-200.0,65.0,220.0,0.00010383505503041009,0.0002491577657096715,0.006244135041986181,0.4728369354281583,0.14323316733710803,0.27254374131516707,0.608992629391989
31,-200.0,65.0,200.0,9.501436068066255e-05,0.0002329478881028281,0.0061095867947933815,0.4606319539001965,0.14034161837747444,0.26790876716161477,0.5958542269908542
32,-200.0,65.0,180.0,8.783534472177816e-05,0.0002187815365495373,0.005996143071229279,0.4502620426748685,0.13789104248425776,0.2641181640436319,0.584779039488918
33,-200.0,65.0,160.0,8.190048809013698e-05,0.00020627364693058967,0.005899492106301944,0.44136979524949904,0.13579330647114263,0.26105738245377047,0.575345260252075
34,-200.0,65.0,140.0,7.692726758984068e-05,0.00019513486649608898,0.00581638856587943,0.4336755852145794,0.13398175159533046,0.2584973702624071,0.5672354270125327
35,-200.0,65.0,120.0,7.271011405279783e-05,0.0001851425573211773,0.005744347338159837,0.426967771311937,0.13240507608612845,0.25632953450657825,0.5602064686438553
36,-200.0,65.0,100.0,6.909637108007855e-05,0.00017612194192992002,0.005681436573484227,0.4210802355748461,0.13102319700102,0.254484104110902,0.5540694546130771
37,-200.0,65.0,80.0,6.597062543709515e-05,0.00016793344758853822,0.005626134404065737,0.41588156907117274,0.12980437996761873,0.2529743972468413,0.5486755727585716
38,-200.0,65.0,60.0,6.324423192567806e-05,0.00016046396058662607,0.005577227642238318,0.41126677248746946,0.12872320439110269,0.25167630929356544,0.5439062142881373
39,-200.0,65.0,40.0,6.084813640690004e-05,0.00015362063639854528,0.005533738821265874,0.4071474288787199,0.12775909318832,0.25052712263987686,0.5396658325372811
40,-200.0,65.0,20.0,5.872786536564817e-05,0.0001473264121511866,0.0054948727776481495,0.40345306291511934,0.12689523235568614,0.24952504823632243,0.535876714503532
41,-200.0,65.0,0.0,5.683994577319702e-05,0.00014151668737965196,0.005459976956906354,0.4001254589186169,0.12611776492508914,0.24864749021873353,0.5324750958181317
