experiment,camera_pos_x,camera_pos_y,camera_pos_z,error_px_x,error_px_y,error_px_xy,error_deg_x,error_deg_y,error_deg_z,error_deg_xyz
4,-200.0,50.0,320.0,0.0004229098912095865,0.0005791304826463761,0.007628382010300556,0.5841625316215745,0.17125929224409092,0.3475318400817384,0.7445779372721644
5,-200.0,50.0,300.0,0.00036308018434071934,0.0005150359103985574,0.007217169573998491,0.5501227837519365,0.16288672764807682,0.32681291697998166,0.7043347257112209
6,-200.0,50.0,280.0,0.0003189224651046838,0.000464796306174797,0.006899497514335231,0.5235317262477057,0.15637440869936148,0.3113534571288537,0.6732483872558949
7,-200.0,50.0,260.0,0.00028511705948644175,0.00042410357826804955,0.006648013925055368,0.5022901239147703,0.15118248254424443,0.2996766262277592,0.6486429744977356
8,-200.0,50.0,240.0,0.0002584736949867968,0.0003903120591972977,0.0064449113350464335,0.485054870106376,0.1469605621233229,0.2904087967478708,0.6287752184670917
9,-200.0,50.0,220.0,0.00023697514984203507,0.00036170262144392707,0.0062781340273130115,0.47080636543705634,0.14347118855275123,0.2831461724579818,0.6124644552085052
10,-200.0,50.0,200.0,0.00021928827161722287,0.00033710438505946594,0.006139248442716736,0.45882742367919255,0.14054773369554335,0.2773322809433678,0.5988845832363094
11,-200.0,50.0,180.0,0.00020449880803542433,0.0003156881385055894,0.006022188036941643,0.44864768563179486,0.13806982353156844,0.272514639931636,0.5874413117366133
12,-200.0,50.0,160.0,0.0001919599601549252,0.00029684728763387547,0.00592248387248151,0.43991163511448306,0.13594835020154306,0.26854406834913774,0.5776968552515649
13,-200.0,50.0,140.0,0.00018120189567326925,0.00028012591226519377,0.005836776182324936,0.4323505903408478,0.13411597289128532,0.2652415061155381,0.5693221042339978
14,-200.0,50.0,120.0,0.00017187551659253277,0.0002651734508719185,0.005762494321202721,0.4257570288281799,0.13252089176638798,0.2624200149495558,0.5620652738319571
15,-200.0,50.0,100.0,0.00016371630367475356,0.0002517150964840916,0.005697641083043471,0.4199706832222312,0.13112264617771843,0.2600756890900151,0.5557307709613762
16,-200.0,50.0,80.0,0.00015652035712028476,0.0002395318303119825,0.005640643728343197,0.4148607478859578,0.12988920599364728,0.2580614161173456,0.5501645952870231
17,-200.0,50.0,60.0,0.0001501281222492019,0.00022844658660550434,0.00559024885260482,0.4103217327105769,0.12879491299123225,0.2562746663953231,0.5452440355076329
18,-200.0,50.0,40.0,0.00014441304958479086,0.00021831442102521306,0.005545446769743813,0.4062692434711567,0.1278189951727779,0.25468958139138914,0.540870257999744
19,-200.0,50.0,20.0,0.00013927356207735773,0.0002090153739249463,0.005505416204935195,0.4026345268440766,0.12694447600061864,0.2533065912070669,0.5369628860497341
20,-200.0,50.0,0.0,0.00013462723556128503,0.00020044920152296423,0.005469483232867988,0.39936984527976754,0.12615736133344393,0.2521237804807422,0.5334559754537428
25,-200.0,65.0,320.0,0.0004084113879081861,0.0005096751048370952,0.007564333312477778,0.5875814988489734,0.17044621310290686,0.329373641055552,0.7381371281012064
26,-200.0,65.0,300.0,0.00035237734555156774,0.0004544983026857934,0.007165072492550977,0.5531225867285889,0.16221857370335216,0.3116015869961405,0.6990929783514237
27,-200.0,65.0,280.0,0.00031080635779417076,0.000411031138151779,0.006856133806288363,0.5261790370616777,0.15580916404500073,0.2985710187275024,0.6688846492298095
28,-200.0,65.0,260.0,0.0002788327762796699,0.00037567205770396847,0.0066112608462332925,0.5046627151883901,0.15069450993689307,0.2886479635528657,0.6449447663556259
29,-200.0,65.0,240.0,0.00025352736526190435,0.000346201016714081,0.006413313647027348,0.4871691511926208,0.146533089868314,0.2809216227212782,0.6255964678478539
30,-200.0,65.0,220.0,0.00023303080426064873,0.00032116990484909913,0.006250658335768545,0.47265015436683694,0.14309268189701302,0.2749442395130127,0.6097012093007053
31,-200.0,65.0,200.0,0.0002161098093303278,0.0002995887284883108,0.0061151361736513045,0.46044619178585555,0.1402098797265887,0.2700794756174785,0.5964604116991327
32,-200.0,65.0,180.0,0.00020191576637208964,0.0002807538632907502,0.006000865754450654,0.4500776428248205,0.13776637966334632,0.2661442884507828,0.5852983722263517
33,-200.0,65.0,160.0,0.00018984645036979498,0.0002641488349375553,0.005903507215045911,0.44118720688810437,0.1356744636321105,0.2628689355579818,0.5757902923573144
34,-200.0,65.0,140.0,0.00017946315682215667,0.00024938420933007596,0.005819793653052186,0.43349584474620373,0.13386776355549196,0.2601027027258052,0.5676164225853246
35,-200.0,65.0,120.0,0.00017043904638129836,0.00023615963795648189,0.005747223087387646,0.4267914358336043,0.13229518687723457,0.25789458952226,0.5605319083053626
36,-200.0,65.0,100.0,0.00016252584565633658,0.0002242389987553054,0.005683850281126323,0.4209076466047083,0.13091680482340232,0.25597194425888975,0.5543464068406246
37,-200.0,65.0,80.0,0.0001555317260267202,0.00021343359814961042,0.0056281426184081225,0.41571228654671794,0.12970099894986442,0.2542759058067328,0.5489099741779258
38,-200.0,65.0,60.0,0.0001493062351809112,0.0002035904962621025,0.005578878198932567,0.4111017309984379,0.12862243738218007,0.2528081281596875,0.5441030851517459
39,-200.0,65.0,40.0,0.00014372978730682067,0.00019458420073194634,0.0055350724344677285,0.40699571381788463,0.1276606119914697,0.2515619620126727,0.5398294447574709
40,-200.0,65.0,20.0,0.00013870619355875783,0.00018631062124000545,0.005495924297599397,0.4033198058080093,0.12679876310241414,0.25046613981721344,0.5360107242096726
41,-200.0,65.0,0.0,0.00013415723992852907,0.0001786825845451795,0.00546077637291061,0.4000183399462992,0.12602307707537747,0.24948031483375713,0.5325826489270037
46,-200.0,80.0,320.0,0.00039598161972214096,0.00044366873022805135,0.007508574333885171,0.5908678737617362,0.16975515003577166,0.31198257504987953,0.7325218409874293
47,-200.0,80.0,300.0,0.00034321945848365623,0.0003965917607001332,0.0071197848443843165,0.5560044358959261,0.16165100852008316,0.2972508231975969,0.6945298603495311
48,-200.0,80.0,280.0,0.0003038742038368459,0.00035932542091945074,0.0068184729377497,0.5287295097928765,0.15532926664102759,0.286483161788046,0.6650895198261935
49,-200.0,80.0,260.0,0.0002734759461300797,0.0003288858632794072,0.006579367301358959,0.50694647056042,0.1502803213453824,0.2783135378692669,0.6417311964807831
50,-200.0,80.0,240.0,0.0002493211546089116,0.00030342630589914155,0.006385919304514716,0.48914280312202296,0.1461703877159811,0.2721574691353915,0.6228369449179707
51,-200.0,80.0,220.0,0.00022968641977606295,0.0002817373698268153,0.0062268637251959675,0.47436949355451935,0.14277173362389883,0.2672672994377788,0.6073050860234362
52,-200.0,80.0,200.0,0.00021342423413049316,0.00026298918129301997,0.006094280535317245,0.46195574724628163,0.13992367962976016,0.26342734467158274,0.5943609884827955
53,-200.0,80.0,180.0,0.00019974231728688588,0.0002465898484964087,0.005982448983742547,0.4514128197228191,0.13750965937071125,0.26023377675365567,0.5834451109192648
54,-200.0,80.0,160.0,0.00018807671343628335,0.00023210347094421925,0.0058871413130308055,0.4423729195825513,0.13544311566748707,0.2576111065676329,0.5741439580807491
55,-200.0,80.0,140.0,0.0001780154602677199,0.00021920034213611676,0.005805171384712475,0.43455520539048137,0.13365849187329715,0.25552417595917654,0.5661459383110917
56,-200.0,80.0,120.0,0.0001692508679524323,0.00020762542464787016,0.005734097020056444,0.4277452511475657,0.13210528624730136,0.2537215216679587,0.559212245603882
57,-200.0,80.0,100.0,0.00016154864871590718,0.00019717765979392863,0.005672018306823089,0.42178167597314636,0.13074401573526762,0.25215756963474545,0.553157125730905
58,-200.0,80.0,80.0,0.00015472737779610073,0.0001876959495621089,0.005617437663292241,0.41651992779700187,0.12954340823818267,0.2508487621725907,0.5478341833238519
59,-200.0,80.0,60.0,0.00014864445848226544,0.00017904940127217098,0.005569160729884042,0.41186054881309503,0.1284784077406981,0.2497296836513605,0.5431266835511321
60,-200.0,80.0,40.0,0.00014318631938347494,0.0001711303633049376,0.0055262248798256764,0.4077221243776578,0.1275287301718277,0.24872947467232112,0.5389405565270108
61,-200.0,80.0,20.0,0.00013826142334887485,0.00016384934600852542,0.005487846815408042,0.40401535483599776,0.12667780072612328,0.24788082235043432,0.5351992695548957
62,-200.0,80.0,0.0,0.00013379520224761967,0.00015713125737836157,0.005453383591330795,0.4006768986776213,0.12591196029818802,0.24713458023479917,0.5318400135119525
67,-200.0,95.0,320.0,0.0003856080022935867,0.00038074083092166916,0.007461214328871393,0.5940354396915427,0.16918907367219072,0.2955014644828521,0.7277432887483524
68,-200.0,95.0,300.0,0.0003355924385243464,0.00034102900424125006,0.007081374924298109,0.5587821517568808,0.1611868275303257,0.28377096872857716,0.6906523874559509
69,-200.0,95.0,280.0,0.0002981137327770522,0.00030945071890650964,0.006786567362203768,0.5312069348642227,0.15493696704717622,0.2751596544970001,0.6618683556775825
70,-200.0,95.0,260.0,0.0002690366988291095,0.0002835593654065016,0.006552378988490965,0.5090672766288278,0.1499418250680124,0.26887259212555176,0.6390068946225371
71,-200.0,95.0,240.0,0.0002458473589450149,0.0002618343476152895,0.006362769175420789,0.4909670171493259,0.1458741140550652,0.2640200058867207,0.6205007580177564
72,-200.0,95.0,220.0,0.00022693604684238596,0.00024327605705307806,0.006206786576866751,0.47595111535418355,0.14250980064054775,0.2603236036454594,0.6052797166087325
73,-200.0,95.0,200.0,0.00021122695098814426,0.00022719612712921033,0.006076713727029422,0.4633383244782516,0.13969041908943733,0.25727886671625494,0.5925895069323087
74,-200.0,95.0,180.0,0.00019797489667067026,0.00021310196404018882,0.005966966146719488,0.4526360713014487,0.13730079938268488,0.25488680345941694,0.5818843308524783
75,-200.0,95.0,160.0,0.0001866479636050562,0.0002006296626786258,0.005873411243578714,0.44346989703568324,0.13525531222382756,0.25294828037694156,0.5727603137821947
76,-200.0,95.0,140.0,0.00017685661242071465,0.00018950316106131009,0.0057929315260784355,0.43555148211919936,0.13348904866763303,0.25129871761744027,0.5649128165413496
77,-200.0,95.0,120.0,0.0001683092318950586,0.00017950832051210456,0.005723135718556201,0.42866932298227584,0.13195197946791085,0.2499303985906164,0.558108195117865
78,-200.0,95.0,100.0,0.00016078330268631612,0.00017047587687481891,0.00566216254248472,0.4226529659909014,0.1306049794678209,0.2488004380071167,0.5521646162393948
79,-200.0,95.0,80.0,0.00015410616601328717,0.00016226987303897958,0.005608544321240554,0.4173452273318471,0.129417056246467,0.24780437154816584,0.54693872090108
80,-200.0,95.0,60.0,0.00014814185132633434,0.00015477958512902354,0.005561110231988201,0.41263800270569484,0.1283633778473146,0.24697433401961533,0.5423161643149975
81,-200.0,95.0,40.0,0.00014278186249023928,0.00014791374621736948,0.005518916437204564,0.40843898232323994,0.12742384325958267,0.24624841799464178,0.5382047843311886
82,-200.0,95.0,20.0,0.0001379385966353229,0.00014159633661967651,0.005481194823104424,0.4046749395004593,0.12658202956347814,0.24559745306813294,0.5345295894870269
83,-200.0,95.0,0.0,0.00013354056516194318,0.00013576344224658807,0.0054473148456149895,0.4012860099327996,0.1258244052235345,0.24501651984248826,0.5312290289192844
88,-200.0,110.0,320.0,0.00037725444797875375,0.00032048789356239725,0.007422340458940552,0.5970479584879216,0.16875097372953127,0.28031843002581847,0.7238105703404311
89,-200.0,110.0,300.0,0.0003294687200358871,0.0002874993710161155,0.0070499038463134045,0.5614569598044173,0.16082830712741802,0.27127036317302416,0.6874669307587263
