target_x,target_y,gaze_x,gaze_y,error_px_x,error_px_y,error_px_xy,error_deg_x,error_deg_y,error_deg_z,error_deg_xyz
-0.2,0.05,-0.197926812726172,0.0529328219474905,0.0020731872738276,0.00293282194749046,0.00359159436017523,-0.152846046698285,0.121622975750189,-0.245617646023113,0.313818954907814
-0.2,0.065,-0.200017730599415,0.0665354491062177,-1.77305994149002e-05,0.00153544910621765,0.00153555147485853,-0.0668585455953893,0.0648109007596896,-0.166406421367563,0.190687305848569
-0.2,0.08,-0.201545759547677,0.0802143011400615,-0.00154575954767711,0.000214301140061449,0.00156054399421053,0.0152719845324373,0.017025150266321,-0.103977670794304,0.106463367114877
-0.2,0.095,-0.20254797752037,0.0939826341219394,-0.00254797752036959,-0.00101736587806063,0.00274357846145337,0.0921775992330747,-0.0226649213937509,-0.0574637977655298,0.110961706750609
-0.2,0.11,-0.203069405403073,0.107854305946861,-0.00306940540307295,-0.00214569405313934,0.00374503037345372,0.162508578882687,-0.0551811694220919,-0.0256407084413048,0.17352656457911
-0.2,0.125,-0.20316286409313,0.121843576503347,-0.00316286409312994,-0.00315642349665317,0.00446841342781024,0.224968407191626,-0.0813969464639404,-0.00693750347991187,0.239341720942176
-0.2,0.14,-0.202888579802374,0.135964863421066,-0.00288857980237445,-0.00403513657893358,0.00496248128312172,0.278349498438868,-0.102097410299419,0.000539865675299599,0.296484084011031
-0.2,0.155,-0.202313526991905,0.150232458088156,-0.00231352699190546,-0.00476754191184427,0.00529923230510485,0.321567976921495,-0.117942205426725,-0.00102904871848978,0.34251676736231
-0.2,0.17,-0.201510513387825,0.164660210263753,-0.00151051338782489,-0.00533978973624709,0.00554932474469894,0.353695721433593,-0.129432908235821,-0.00922991205891677,0.376748249885566
-0.2,0.185,-0.20055702777518,0.17926119291779,-0.000557027775180009,-0.00573880708220982,0.00576577719558635,0.373987941643134,-0.136887447070436,-0.021475544895994,0.398832038559684
-0.2,0.2,-0.199533887789979,0.194047361869632,0.000466112210020828,-0.00595263813036821,0.00597085934380003,0.381904749306698,-0.140423312939798,-0.0350763533305848,0.408412782846508
-0.2,0.215,-0.19852373959384,0.209029226684964,0.00147626040616021,-0.00597077331503558,0.00615056735320712,0.377125527975701,-0.139950796102935,-0.0473158493649745,0.405030075353983
-0.2,0.23,-0.197609472609681,0.224215549968797,0.00239052739031934,-0.00578445003120327,0.00625895225795456,0.359555351454268,-0.135176769449172,-0.0555274427291241,0.388119418051423
-0.2,0.245,-0.196872619355925,0.239613091391977,0.00312738064407514,-0.00538690860802281,0.00622890793350857,0.329323213426354,-0.125618767667106,-0.0571685877437861,0.35707494142412
-0.2,0.26,-0.196391811599754,0.255226410563804,0.00360818840024588,-0.00477358943619562,0.00598382650458946,0.286772359822819,-0.110628366559228,-0.0498885927268037,0.311393853839278
-0.2,0.275,-0.196241359685188,0.271057739311422,0.00375864031481168,-0.00394226068857782,0.00544690704462943,0.232443501289407,-0.0894222266331517,-0.0315869262795271,0.251046112593351
-0.2,0.29,-0.196490012408171,0.287106929494731,0.0035099875918288,-0.00289307050526881,0.00454861185893548,0.167052082903606,-0.0611186944635766,-0.000459611376092103,0.177882348403395
-0.2,0.305,-0.197199941490138,0.303371477553519,0.00280005850986223,-0.00162852244648083,0.00323919944081,0.0914610723167124,-0.0247775946941231,0.0449677995471357,0.104886429126724
-0.2,0.32,-0.198425978715583,0.319846622256906,0.00157402128441667,-0.000153377743093638,0.0015814764417699,0.0066508693077207,0.0205591983174013,0.105821228638033,0.10800486369453
-0.2,0.335,-0.200215117361048,0.336525507740041,-0.000215117361047901,0.0015255077400405,0.00154060031933908,-0.0863120497402856,0.0758286603210892,0.182872718051986,0.215968150175885
-0.2,0.35,-0.202606273619035,0.353399400717339,-0.00260627361903495,0.00339940071733923,0.00428352511540717,-0.186306251116675,0.141910917448045,0.27654760850857,0.362391701447715
-0.18,0.05,-0.179053276008041,0.0519087572336045,0.000946723991959136,0.00190875723360454,0.00213064321128355,0.012616829045177,0.0333558461818158,-0.13815302354276,0.142681692185482
-0.18,0.065,-0.181071995261398,0.0656438696326439,-0.00107199526139851,0.000643869632643901,0.00125049667904471,0.0980809550890997,-0.0160340256522204,-0.0659975163239402,0.119300632999611
-0.18,0.08,-0.182516687771429,0.079442861091268,-0.00251668777142899,-0.000557138908732047,0.00257761927027313,0.179990995131144,-0.0565876120815335,-0.012163000295694,0.189068472203569
-0.18,0.095,-0.183424541818077,0.0933179071365536,-0.00342454181807664,-0.00168209286344642,0.003815353596328,0.256957841646519,-0.0894210443790188,0.0242496296111512,0.273151315960938
-0.18,0.11,-0.183840922479479,0.107281877968696,-0.00384092247947856,-0.00271812203130389,0.00470540889513583,0.327603888700474,-0.115643821129295,0.0445377056210239,0.350259604493825
-0.18,0.125,-0.183819242316133,0.121348164858304,-0.00381924231613313,-0.00365183514169604,0.00528417559998417,0.390599414138918,-0.136311831139322,0.0503883481212909,0.416759605839595
-0.18,0.14,-0.183420570375147,0.135530459929931,-0.00342057037514655,-0.00446954007006883,0.00562824041146797,0.444700088319749,-0.152379953846137,0.0438539908934849,0.472125251023933
-0.18,0.155,-0.18271296758331,0.14984249275482,-0.00271296758331027,-0.00515750724517969,0.00582752727082194,0.488783793685814,-0.164657077584257,0.0273116681656183,0.516497128657575
-0.18,0.17,-0.181770552134739,0.164297730759931,-0.00177055213473919,-0.00570226924006897,0.00597082317172987,0.521884813878562,-0.173766463108228,0.00340698028399165,0.550065881641259
