target_x,target_y,gaze_x,gaze_y,error_px_x,error_px_y,error_px_xy,error_deg_x,error_deg_y,error_deg_z,error_deg_xyz
-0.2,0.05,-0.197466034033752,0.0530494766223023,0.002533965966248,0.00304947662230232,0.0039648822413877,0.191051565602711,0.137206895374048,0.252542825828594,0.345115447120862
-0.2,0.065,-0.199683912071197,0.0662432809960862,0.000316087928802722,0.00124328099608621,0.00128283249645614,0.0963288875181453,0.0764389802643957,0.17042332215771,0.210157870483645
-0.2,0.08,-0.201344986187786,0.0796076586920676,-0.0013449861877862,-0.000392341307932427,0.0014010423074432,0.00793193665814321,0.025561991344967,0.10444427753758,0.107819022263327
-0.2,0.095,-0.202483507960429,0.093156605534246,-0.00248350796042929,-0.00184339446575396,0.00309288133394865,0.0730410471487339,0.0163292665832156,0.0540125256252529,0.09229839804915
-0.2,0.11,-0.203141390836528,0.106902264233504,-0.00314139083652819,-0.00309773576649636,0.00441183672259685,0.145543708073922,0.050175268598379,0.0181835242986136,0.15501994631028
-0.2,0.125,-0.203368126078852,0.120854494197826,-0.00336812607885191,-0.0041455058021744,0.00534130055687788,0.208612307688121,0.0769139057680334,0.00434072329400296,0.222381986188456
-0.2,0.14,-0.203220460781717,0.135020486241983,-0.0032204607817167,-0.00497951375801735,0.00593017073218465,0.261396552032262,0.0974401199885738,0.0152005752973245,0.279381363987513
-0.2,0.155,-0.202761824897051,0.149404446577387,-0.00276182489705071,-0.00559555342261278,0.00624002362714139,0.303188994318021,0.112565161176659,0.0163536564362375,0.323824339723437
-0.2,0.17,-0.20206150804644,0.164007372312463,-0.00206150804644034,-0.00599262768753721,0.00633730242508402,0.33345140426597,0.12297784755948,0.0100357740320704,0.355548185792215
-0.2,0.185,-0.201193602415646,0.178826936290531,-0.00119360241564616,-0.00617306370946875,0.00628740028054492,0.351836531583631,0.129210281711433,0.00129120270755899,0.374815167869437
-0.2,0.2,-0.200235743906066,0.193857492773042,-0.000235743906065927,-0.00614250722695755,0.00614702938194319,0.358203861230762,0.131610328968921,0.0150025919259628,0.381912166206626
-0.2,0.215,-0.199267698293806,0.209090207576802,0.000732301706194469,-0.00590979242319773,0.00595499053518817,0.352628267053462,0.13032279837372,0.0283825014866541,0.377010352293271
-0.2,0.23,-0.198369850918308,0.224513307810844,0.00163014908169192,-0.00548669218915581,0.0057237380449392,0.33540088529265,0.125280699162378,0.0387003249588806,0.360121020670654
-0.2,0.245,-0.197621665878089,0.240112438020681,0.00237833412191067,-0.00488756197931929,0.00543550690342052,0.307022023633362,0.116207233561388,0.0432882557569443,0.33112055564034
-0.2,0.26,-0.197100183165197,0.255871102419557,0.00289981683480259,-0.00412889758044319,0.00504546656962407,0.268186442687697,0.102628402106222,0.0396158486613891,0.289872647300025
-0.2,0.275,-0.196878619099469,0.271771167620292,0.00312138090053121,-0.00322883237970831,0.00449092164955635,0.219761835532849,0.0838953236951216,0.0253578944663509,0.236594150492643
-0.2,0.29,-0.197025127437606,0.287793397440181,0.00297487256239429,-0.00220660255981856,0.00370391166464377,0.162761750914639,0.0592146974361452,0.00154758601543867,0.173205617177663
-0.2,0.305,-0.19760176642017,0.303917991106151,0.00239823357982988,-0.00108200889384914,0.00263102024883737,0.0983145016299919,0.0276853198383136,0.0428536439028325,0.110763968787673
-0.2,0.32,-0.198663702304897,0.320125098296389,0.00133629769510318,0.00012509829638889,0.00134214049700375,0.0276297608201668,0.0116617313543342,0.099972488372523,0.10437385258907
-0.2,0.335,-0.200258664108734,0.336395288568141,-0.000258664108733681,0.00139528856814123,0.00141906212321117,0.0480354369023522,0.0598217140468166,0.17395787470372,0.190124738032827
-0.2,0.35,-0.202426649029079,0.352709958117757,-0.00242664902907885,0.00270995811775675,0.00363765013577791,0.127409690367606,0.117775973934931,0.265501393384425,0.317168182523961
-0.18,0.05,-0.178700751913602,0.0519802560984726,0.00129924808639773,0.00198025609847259,0.00236842981858151,0.0185941717076823,0.0358116477238651,0.109469793337674,0.11666986624994
-0.18,0.065,-0.18083277262781,0.0653076786438801,-0.000832772627809758,0.000307678643880052,0.000887792992498272,0.0749269487064084,0.0163247841340837,0.0336636388198232,0.0837483614536916
-0.18,0.08,-0.182398490553009,0.0787964081617081,-0.0023984905530092,-0.0012035918382919,0.00268354061755682,0.162232875050312,0.0587134272107272,0.0244488314877311,0.174254242550052
-0.18,0.095,-0.183432402217287,0.0924595829693907,-0.00343240221728672,-0.0025404170306093,0.00427025803326269,0.242211430590006,0.0924367608880042,0.0654779812853967,0.267391899040791
-0.18,0.11,-0.1839768706764,0.106308505191941,-0.00397687067640033,-0.00369149480805941,0.00542610673455125,0.313800559379228,0.118617037108099,0.0904255386979622,0.347444874095983
-0.18,0.125,-0.184082050481049,0.120352221259339,-0.00408205048104868,-0.00464777874066052,0.00618586965203484,0.376020343714293,0.138371751429739,0.100688679377984,0.413130717946975
-0.18,0.14,-0.183805566081455,0.134597148437447,-0.00380556608145476,-0.00540285156255346,0.00660856551812156,0.428005277465336,0.152765968957671,0.0980490495847715,0.464909411420733
-0.18,0.155,-0.183211929399276,0.149046771734817,-0.00321192939927625,-0.00595322826518282,0.00676442290541527,0.469035161192035,0.16276405101958,0.0846456559614357,0.503639393869027
-0.18,0.17,-0.182371696821472,0.163701433354004,-0.00237169682147249,-0.00629856664599591,0.00673029624957437,0.498562876981017,0.169183662865136,0.0629315411450793,0.530236211044952
-0.18,0.185,-0.181360382167294,0.178558232245085,-0.00136038216729438,-0.0064417677549152,0.00658384473156512,0.516237329778744,0.172655045933721,0.0356152853399885,0.545510258408038
