target_x,target_y,gaze_x,gaze_y,error_px_x,error_px_y,error_px_xy,error_deg_x,error_deg_y,error_deg_z,error_deg_xyz
-0.2,0.05,-0.197926222382128,0.0527363877550153,0.00207377761787161,0.00273638775501527,0.0034334198045364,0.154393011352613,0.117480188035591,0.228054287221372,0.299412355231933
-0.2,0.065,-0.199980749119446,0.0662410118808956,1.9250880553906e-05,0.00124101188089561,0.00124116118410388,0.0671222211925397,0.0608949492425885,0.149840781070635,0.175116735251966
-0.2,0.08,-0.201494707615122,0.0798660809434473,-0.00149470761512227,-0.000133919056552703,0.00150069489517772,0.0149373164094083,0.0135151320315981,0.0871877675326649,0.0894845833063004
-0.2,0.095,-0.202503325463487,0.0936236815371645,-0.00250332546348678,-0.00137631846283547,0.00285672730362614,0.0906377398583023,0.0255231618661428,0.0394656829099824,0.102098847032707
-0.2,0.11,-0.203049230287924,0.107525246190592,-0.00304923028792445,-0.0024747538094078,0.00392711239538344,0.158867073962146,0.0571020676150751,0.00571897790603438,0.168914536640631
-0.2,0.125,-0.203182324433439,0.121581277992472,-0.00318232443343874,-0.00341872200752848,0.00467063689066285,0.218579334493676,0.0820866238204388,0.0153316342451011,0.233987765448719
-0.2,0.14,-0.202959430007474,0.135801078590237,-0.00295943000747405,-0.00419892140976345,0.00513703873593608,0.268824950810346,0.101288067579228,0.0252747627534536,0.288383626469049
-0.2,0.155,-0.202443693950826,0.150192492115826,-0.00244369395082604,-0.00480750788417382,0.00539293724993136,0.308780070029606,0.115427736006035,0.025981307155302,0.330672081844628
-0.2,0.17,-0.201703756165938,0.164761677999718,-0.00170375616593827,-0.00523832200028161,0.00550843012587135,0.337773230279159,0.125103702541546,0.0195651318892627,0.360728312854949
-0.2,0.185,-0.200812698487869,0.179512925007655,-0.000812698487869346,-0.00548707499234462,0.00554693345947099,0.355307923037443,0.130762252304894,0.00833260320908386,0.378698351155696
