target_x,target_y,gaze_x,gaze_y,error_px_x,error_px_y,error_px_xy,error_deg_x,error_deg_y,error_deg_z,error_deg_xyz
-0.2,0.05,-0.198013967436364,0.052734476803809,0.00198603256363603,0.00273447680380896,0.00337959890140708,0.146967104328397,0.114940694227021,0.2285526142588,0.295037595526331
-0.2,0.065,-0.200063246585496,0.0663007781234485,-6.32465854959186e-05,0.00130077812344848,0.0013023148071872,0.0632612598717011,0.0618674620117299,0.159625464276218,0.182509963754417
-0.2,0.08,-0.201568968950987,0.0799601029756406,-0.00156896895098652,-3.98970243594421e-05,0.00156947613607613,0.0150973743138773,0.0173944455915122,0.105392448108442,0.107879882292476
-0.2,0.095,-0.202568859344751,0.0937272914723458,-0.00256885934475135,-0.00127270852765423,0.00286684937335049,0.0871066368034845,0.019357211086405,0.0651255422823361,0.110469940868115
-0.2,0.11,-0.203107800384134,0.107616999270126,-0.00310780038413408,-0.00238300072987381,0.00391626297715093,0.151792023914632,0.0492689757762475,0.0377715446490633,0.163996824499203
-0.2,0.125,-0.203237578714645,0.121643345088047,-0.003237578714645,-0.00335665491195306,0.00466358747440862,0.208232700688597,0.0731873863317887,0.0219573416833605,0.221809462050318
-0.2,0.14,-0.203016405988836,0.135819538547116,-0.0030164059888358,-0.00418046145288443,0.00515509098353629,0.255587870901664,0.0918857162052661,0.0160077461163981,0.272074496471531
-0.2,0.155,-0.202508212928273,0.150157504664329,-0.00250821292827341,-0.00484249533567064,0.00545352117164221,0.29312222889332,0.106027015747787,0.0179761956211143,0.312227087216855
-0.2,0.17,-0.201781728158559,0.16466752355801,-0.00178172815855899,-0.00533247644199037,0.00562226468919636,0.320229148087276,0.116130810504021,0.025687778670591,0.341603981354239
-0.2,0.185,-0.200909367483691,0.179357904915843,-0.000909367483691349,-0.00564209508415684,0.00571490911205611,0.336450294604803,0.122545655139557,0.0367931846284263,0.359958890625713
-0.2,0.2,-0.199965972410102,0.194234716055837,3.40275898982889e-05,-0.00576528394416323,0.00576538436131544,0.341490507082403,0.125429455648378,0.048831354817209,0.367060317654083
-0.2,0.215,-0.199027447756697,0.209301580075546,0.000972552243303341,-0.00569841992445375,0.00578081720013406,0.335227038905988,0.124738994369448,0.0592979177249455,0.362565395516671
-0.2,0.23,-0.19816935579117,0.224559556573905,0.00183064420883004,-0.0054404434260945,0.00574018143370554,0.317712605309288,0.120229464741373,0.0657160185364714,0.345999107897558
-0.2,0.245,-0.19746552764449,0.24000711221902,0.00253447235550963,-0.00499288778097986,0.00559932839850464,0.289172075209584,0.111464106224324,0.0657059482753641,0.316800036910696
-0.2,0.26,-0.196986751410848,0.255640182532255,0.00301324858915232,-0.00435981746774467,0.00529978069471559,0.249993063408223,0.0978333022973402,0.0570500702843703,0.274449888561833
-0.2,0.275,-0.196799590384414,0.271452320184925,0.00320040961558607,-0.00354767981507464,0.00477793404912874,0.200711061396302,0.0785818406333575,0.0377499229388911,0.218826759634053
-0.2,0.29,-0.196965375200624,0.287434919632827,0.003034624799376,-0.002565080367173,0.00397348524132708,0.141990066898996,0.0528425060854213,0.00607299501597328,0.151625869274237
-0.2,0.305,-0.19753940118181,0.303577503557488,0.00246059881819025,-0.00142249644251151,0.00284218976724587,0.0745998958144057,0.0196738295240576,0.0394125417521045,0.0866345999050948
-0.2,0.32,-0.198570348381887,0.319868053625961,0.00142965161811254,-0.000131946374038593,0.00143572754894295,0.000608523246926942,0.0219003259322125,0.0998159940323071,0.102192123028536
-0.2,0.335,-0.200099928065062,0.336293366846691,-9.99280650616496e-05,0.00129336684669094,0.00129722142223532,0.082728566832469,0.0728515994774822,0.175915196926252,0.20759955437651
-0.2,0.35,-0.202162746850466,0.352839419069967,-0.00216274685046602,0.00283941906996751,0.00356928208385046,0.170822836036712,0.134110410687275,0.268159680940805,0.345073931181625
-0.18,0.05,-0.179102093804973,0.0518303019278113,0.000897906195026971,0.00183030192781131,0.0020386860184976,0.0148989600899519,0.0269937659833054,0.117368065522529,0.121350363503424
-0.18,0.065,-0.181070747325147,0.0655175488002165,-0.00107074732514703,0.000517548800216497,0.00118926725125813,0.0971331609688261,0.0185475669329091,0.0544361839161717,0.112881200563366
