target_x,target_y,pupil_x,pupil_y,ellipse_min_axis,ellipse_max_axis,ellipse_angle,glint_1_x,glint_1_y,glint_2_x,glint_2_y,glint_3_x,glint_3_y,glint_4_x,glint_4_y
100.0,100.0,823.6828391335227,545.491500700363,70.21214317552972,79.38563953746448,121.33643463134766,751.1203243371212,554.2938281743214,833.0421629626342,547.0580684777462,829.2549099392361,584.3373838482481,753.0060961174242,596.3112762142913
386.0,100.0,801.1182522243923,542.5816983309659,69.06848144531249,77.19092582933831,104.14073903401693,744.1548332445549,549.7878769383286,820.3506956774779,544.5949854995266,817.1964721679688,581.9229773319129,746.2439895784012,590.9559190538195
672.0,100.0,769.409325801965,543.8378462357955,69.4838594378847,75.93699622876716,95.12721984863282,725.1568603515625,550.4875753383443,800.5866292317709,546.0800497652305,797.6058022855508,583.543906471946,730.814300228851,589.1887126884075
958.0,100.0,743.9292103160511,543.6919074781014,67.80591159396702,74.77713690863715,76.52619288126628,712.6430053710938,549.7917418817076,787.5440192945076,546.4605823863637,786.1283803612295,582.772294477983,718.5523558337279,587.4978970614346
1244.0,100.0,713.5001165216619,549.9987873115925,63.859595096472525,72.27985759696575,64.61783040364584,695.853404035472,554.5748457475141,770.8501993815104,551.5234664762863,769.9931517321654,589.7738610469934,701.8396717418324,591.8823254517835
1530.0,100.0,688.0787335020123,552.2783591530541,60.33506732516818,70.71023151127979,52.26762118021647,682.4438427241162,555.3186811967331,763.3094266641019,553.4824255741004,769.8547474254261,601.8471642696496,688.9947928997001,592.0001054243608
1816.0,100.0,659.6551791104404,559.6656901041666,58.2039189194188,70.28591826467803,39.84404210408529,664.9736667209202,560.3401063861268,755.9004097370187,557.232515585543,-1.0,-1.0,671.3739247948232,597.3706196486348
100.0,320.0,830.6593073064631,558.861677073469,78.3784222843671,84.48248637806286,125.08683400472005,758.6047622218276,557.8815529563209,838.6319284150095,552.138916015625,835.1229870728772,588.7826981977983,760.1016457297585,600.552718345565
386.0,320.0,801.1389641039299,558.1376213304924,73.01930938104186,78.49851249926019,109.83729670206706,744.0641054095644,557.3214980616713,820.0697089301216,552.7030325224905,817.0009155273438,588.9923317649148,749.0282056403883,595.2932209053425
672.0,320.0,772.9109053178267,561.0333739001342,69.24914134632458,72.74139342645202,94.08345230102539,729.0201459171797,559.3851367680714,803.9962324662642,554.990498860677,800.9590713038589,592.2023315429688,735.2035201872238,596.3158600161775
958.0,320.0,749.7801920572916,558.7407078598485,74.99541565866181,79.45973737312086,70.72232518513998,716.9072820490056,556.6932107944682,791.6881997464883,552.7075737847222,788.5499212091619,589.0354521780303,723.0678877397017,593.5118315725615
1244.0,320.0,716.8235196200284,564.4376276189631,73.77449420967487,79.69550184770064,58.419820353190104,697.9210537997159,560.4471990411931,772.5563354492188,556.5146829624368,769.8643607707938,593.8938876065341,703.5141743361348,596.9934248490767
1530.0,320.0,691.5962579900569,568.0065591214883,67.3007715398615,75.02800781558258,38.07782989501953,685.5492029671717,562.3330041133996,763.5745590672349,558.606424967448,762.9423741812658,598.0388454861111,691.9980653705019,598.4967078006629
1816.0,320.0,662.5576708244555,575.404013893821,66.61562139337713,77.10577045787464,31.122286745707193,666.8914628462358,568.6564725625394,760.2273658212989,565.5659346147017,748.5132668235085,604.2330390082466,673.0244658499053,604.4945709536775
100.0,540.0,823.3804567895754,577.3286151308002,80.04165449046126,86.67025178851503,134.96322540283202,752.8344381313132,568.7992350260416,831.8966267903646,563.8052978515625,828.7103271484375,600.6116055575284,758.5983664772727,607.4177172111742
386.0,540.0,800.5653544724589,574.733389189749,85.85003199721828,88.57318670099431,139.66202611287434,743.4116654829545,565.4892380839647,819.3341533005839,560.9422360815183,815.9455905490452,597.524717388731,749.5532947887074,602.4634411744397
672.0,540.0,771.0776478160511,577.6086851177794,83.20215074943773,86.2226992520419,77.26164899190267,728.3237674597538,568.6346158114346,802.9166006993765,564.4427354600695,799.0048495205966,600.9647210631707,733.9323557844066,604.9515066435843
958.0,540.0,748.2696163293087,579.6294278231534,78.7079340616862,79.86783622972894,57.469345251719155,716.5594007703993,567.183447635535,791.248076467803,563.1243125838463,790.4333323469066,599.4983520507812,723.137900612571,603.4783713600852
1244.0,540.0,725.6141221788195,576.6362107402147,76.94260776404178,81.34284002130681,50.10363235473633,705.0112822561553,564.285952789615,780.883941958649,560.1601507013494,777.543740012429,596.7341715494791,711.0331698330966,600.5118340386284
1530.0,540.0,689.9307861328125,586.3532178474195,66.1554648659446,71.30335066053604,37.22573348999023,682.7927042643229,572.444091796875,760.5211428247317,568.4273348721591,757.0810029000947,607.5541770241477,689.2706348149463,609.9503044359611
1816.0,540.0,666.0228326970881,591.9039732037169,73.74303944905598,81.30654283003373,24.55963675181071,667.7372763277305,577.2079800692471,759.9068270596591,571.1622055516099,752.8474262892598,611.0162865224511,674.5378245344066,613.391181714607
100.0,760.0,822.6427464340672,592.8725684580177,85.15850814665207,91.79553353666056,143.56712890625,753.0790608723959,575.4306357027305,832.0876446348248,571.7055220170455,828.0231138287169,607.974960789536,760.5983664772727,613.2174158577967
