target_x,target_y,pupil_x,pupil_y,ellipse_min_axis,ellipse_max_axis,ellipse_angle,glint_1_x,glint_1_y,glint_2_x,glint_2_y,glint_3_x,glint_3_y,glint_4_x,glint_4_y
100.0,100.0,892.7199041193181,593.7552058672665,82.94849742542614,98.79354943169487,57.40589508056641,794.639944982047,604.0326710710622,893.946631229285,598.537066218829,888.9512772993608,646.1757294625947,796.2133178710938,660.5603637695312
386.0,100.0,855.6786905924479,596.0154640891335,91.9501883766868,106.95087525338838,118.04210505167643,779.5107082790798,604.4535047743055,871.6393562085701,601.4773615056819,867.0192649147727,648.484130859375,780.5284997188684,658.0278862847222
672.0,100.0,820.2510006066525,591.4252208362926,81.91302682895854,94.01360151502821,30.189287668863933,759.5159708658854,601.5102878146702,849.7452096650095,599.3523559570312,845.4599886807529,646.9756784150095,763.8572905569365,651.1724674725773
958.0,100.0,791.0111799143782,576.7756384647254,71.924960974491,81.4341987841057,87.78654912312825,746.9273737127131,589.2479026100852,837.1983975497159,587.7429273200758,833.5198863636364,636.2881445065893,752.8723483615452,636.8642972695707
1244.0,100.0,748.294951467803,591.7769276012074,80.37176190000592,91.06510925292969,72.00876454671224,719.5022194602273,600.0691016611427,809.8667602539062,598.8187249694207,808.4828990589489,649.5388682972301,725.7684418649385,646.0385631214489
1530.0,100.0,719.0076719341856,585.0094197591146,67.99938587227253,79.29115942752722,59.44512535095215,705.2704911665483,593.8790486653646,798.5798265861742,593.7541337446733,800.9149003462358,647.9145779079861,712.0009593000316,640.3097127278646
1816.0,100.0,682.6092917702415,600.6457069474037,64.91809498180044,78.1927358453924,47.94803553263346,682.5012237857087,607.0030924479166,787.4060107915088,610.5035634666982,781.396351823903,661.2754504271228,690.3856922496449,653.7618679470486
100.0,320.0,886.1109434185606,617.7988287415168,86.20413107823843,101.33161795259726,131.51476084391277,790.784232091422,615.0008877840909,888.4198170671559,611.5488688151041,884.1122072778567,657.7045479206124,791.9921770192155,668.0123025913431
386.0,320.0,856.2896303119081,608.8054760248974,84.87353584983133,95.74470774332683,121.02340326944987,778.134414210464,607.7546725802952,869.9990234375,605.9998341569997,865.8838537967566,651.8605624112216,782.70263671875,656.0904306739268
672.0,320.0,820.4837843769728,598.4503099846117,88.87381274290759,97.51741451687283,105.4980517578125,759.0843499694207,597.3085431956282,849.2627840909091,595.5632761945628,845.0111614188762,641.4669744318181,764.9034090909091,644.0335693359375
958.0,320.0,782.3158667978614,616.6890961618135,90.78527716434364,96.75073273013336,87.95849741617839,737.9603955817945,614.1698799518624,827.8456753817471,612.3066733003867,823.5957524463383,658.2384507921007,744.1388142903646,659.344053326231
