target_x,target_y,pupil_x,pupil_y,ellipse_min_axis,ellipse_max_axis,ellipse_angle,glint_1_x,glint_1_y,glint_2_x,glint_2_y,glint_3_x,glint_3_y,glint_4_x,glint_4_y
100.0,100.0,774.341646444918,437.18228488498266,86.54175228542752,109.028364239317,129.3112366739909,646.63339880741,456.7483575994318,779.4569504863084,440.83654014510336,772.0355563693577,488.63311767578125,-1.0,-1.0
386.0,100.0,743.7399976325758,431.202311506175,85.8705466684669,103.17973813143644,120.65309499104818,662.6213656338779,441.31975424410115,760.4508192274305,437.80512276081123,753.7611737492109,484.60314386541194,656.3051350911459,497.647675485322
672.0,100.0,709.4248971650095,429.7446523338857,93.31861915973703,109.23751430318815,109.62265543619792,648.5000554865056,436.83731849747477,740.3365176422427,436.7078989972972,734.5132742217093,482.987499815045,646.2230779474431,489.87239583333337
958.0,100.0,669.64453125,426.42380593039775,88.2884838219845,100.7510179461855,93.98295806884765,625.237450801965,434.082890366063,714.867890329072,435.3252699110243,710.3979418205492,482.6479658647017,628.631849500868,481.1507112136995
1244.0,100.0,625.9773947975852,424.88448850072996,86.11519191241024,97.73432914656821,79.38029022216797,599.0240873086332,430.9330983788076,688.8982802882339,433.50858807804616,687.7019166272096,484.9111318877249,603.5456586124922,477.0432039511324
1530.0,100.0,589.5065400094697,432.2847299286814,88.93821808786103,103.4868989424272,66.1298792775472,576.7117827444365,437.87958380188604,670.4717863448942,442.0149591619318,672.2404840642756,492.57337720466387,581.8272637261284,482.64558641838306
1816.0,100.0,555.3140098494714,435.42690053612296,77.34611911966343,93.218681566643,54.45759501139323,556.2398065123895,438.1355051368174,675.5634401880129,446.41552857678346,650.3608614218356,486.78967624240454,562.0274251302083,483.4690736712831
100.0,320.0,775.3339745107323,457.0766820425939,91.35360771718652,107.28630643902403,133.85085286458335,653.2535418886127,462.239557747889,781.2156125463621,451.4998131954309,774.8379239169034,497.16066271849354,664.0614143140389,507.402112247968
386.0,320.0,744.0014722419508,453.3449830334596,92.71268046985973,106.70308338512072,120.21446400960286,666.1720457751342,451.3585957228535,760.9736956972065,450.42833455403644,755.107871315696,495.5736040828204,659.9727524266099,506.3260565863715
672.0,320.0,708.2106717812894,451.7802947073272,93.06617459383878,103.56055519797586,106.19609588623047,649.1323753896386,448.9557692402541,739.55475161774,449.6210367222025,734.1379036951547,495.1157947887074,651.9946954900569,495.00207827789615
958.0,320.0,670.9710193980824,448.42732007575756,95.15946112738715,105.82394070095486,95.17004211425781,626.8701147214331,446.1216973198785,715.1040464459044,447.764732900292,710.7475142045455,492.5964065705887,631.1685075856218,490.8265208234691
1244.0,320.0,629.875924158578,452.45735862038356,90.05957578408598,99.87984466552734,79.31502527872722,602.1349012586805,448.67678185665244,691.3840110085227,450.7735182636916,686.9951911695076,496.5263936977194,606.9429389105903,493.1083170572917
1530.0,320.0,592.0891002308239,455.8682284884983,88.16135113648694,99.52034759521483,65.46774899800619,578.2090447936395,451.1000625147964,670.2672458224827,454.1211227262863,670.9193676264599,504.4240099974353,583.2803955078125,494.8317704634233
1816.0,320.0,556.9464912799874,457.39701858674636,94.37549698954881,107.56382859355271,50.88235333760579,557.6379450017755,451.8168156171086,686.1357828776041,463.0022188437105,660.35556677616,504.2520150849314,562.4998353900332,495.00751410590277
100.0,540.0,771.3200073242188,475.43419485381156,92.31993819728042,103.19757688888396,138.10209116617838,661.4412478052004,463.0726401589134,777.4234249230587,460.7675784332584,771.8353548916904,504.84265075067077,655.742730651239,517.8509009775488
386.0,540.0,744.8614335493608,476.28350398516415,93.93512132432726,102.5378733162928,128.44959620157877,668.150644013376,461.84563068428423,761.9968835079309,462.51217250631316,756.7502355093908,506.58599052043877,671.3391094785748,508.15878480853456
672.0,540.0,708.0289713541666,470.0428852119831,99.43889795168481,106.45607002335366,116.76854415893554,649.1827115145596,456.1371367483428,739.2924601236979,457.3179373692985,733.8316527087279,501.1328476414536,653.5936710858585,500.8640241526594
958.0,540.0,667.1165968769728,470.8879203411064,92.44991048177084,99.03646426730685,88.24538986206055,625.0600413312816,456.73297797309027,713.6904025607639,458.49867078993054,708.3396945529514,502.86450256964173,629.5045505099827,500.49824354383685
1244.0,540.0,627.5723765980114,469.88414016877766,99.38127575498639,105.69755076398754,71.40358973185221,600.7186155993529,455.7526417741872,689.9109219637784,457.9346162429964,684.5875355113636,502.295241230666,605.580970224708,499.40778512665725
1530.0,540.0,594.9072333441841,470.90025221699415,96.87693200930201,103.05722831957269,54.480887502034506,584.3667953953599,456.3186975344263,675.6900967684659,458.53394510288433,671.3650796293008,504.4290823888297,589.3321835296323,499.04902016996135
1816.0,540.0,560.4312090632891,480.19359796697444,102.14624316282946,111.92354491262726,46.29372767130534,559.8776312934028,465.1497525301847,680.1455688476562,470.6185385964134,668.0203931403883,520.7513742157906,564.6984659830729,508.0887062766335
100.0,760.0,776.142060250947,499.05614032167375,97.75153643675525,105.23557443329783,145.46070353190103,670.0536178434738,473.4373760801373,782.0345249368687,476.0026966441761,777.3476741289852,519.4760871656014,677.0381673177084,525.3455520784012
386.0,760.0,744.9912571762547,494.8101399739583,100.23720596775863,105.76874935265742,132.34172119140624,669.407174158578,470.44201536852904,762.0536166104404,472.49465387517756,757.153441149779,515.8553972340593,674.2200052280618,515.8586777195787
672.0,760.0,710.4018801294192,493.9812609739978,102.82070252389619,108.81485917833116,131.98332595825195,651.1394924587673,471.1233871922349,740.9004380967882,472.862187241063,735.7198757595486,516.5928400213069,656.298134543679,514.927200471512
958.0,760.0,673.3914665453361,496.83815880977744,104.48082956641612,107.27595219467625,105.1660732014974,630.1549417514993,473.3686692979601,719.4488568546797,475.12067112778175,713.8669538401595,518.8667466905382,635.5080732865767,516.4883379695391
