target_x,target_y,gaze_x,gaze_y,error_px_x,error_px_y,error_px_xy,error_deg_x,error_deg_y,error_deg_z,error_deg_xyz
-0.2,0.05,-0.200409357113699,0.0505042493819028,-0.000409357113699244,0.000504249381902751,0.000649492637129538,0.0384864673756628,0.000920986189926517,0.0480716553331637,0.061586855728447
-0.2,0.065,-0.200349664564614,0.065555215460046,-0.000349664564614077,0.000555215460045985,0.000656147479474567,0.066184933057116,0.0543569153569846,0.124286851479994,0.150938246437077
-0.2,0.08,-0.200567144039936,0.0804130309786812,-0.000567144039935547,0.0004130309786812,0.000701603129543165,0.131965310138028,0.0817188567809441,0.156716296149812,0.220573960838762
-0.2,0.095,-0.20090013437262,0.0951412141417626,-0.000900134372619849,0.000141214141762644,0.000911143963710175,0.168094536245502,0.0910542582516211,0.159839310586901,0.249189394137002
-0.2,0.11,-0.201225697049321,0.109799839302739,-0.00122569704932148,-0.000200160697261441,0.00124193299394273,0.182862848140803,0.0896164548176238,0.144880261418563,0.249920626170981
-0.2,0.125,-0.201458788209903,0.124443646108483,-0.00145878820990349,-0.000556353891516696,0.00156127918514249,0.183494453137239,0.0825908522286291,0.120118067526308,0.234349930480319
-0.2,0.14,-0.20155012644892,0.139120203978509,-0.00155012644891954,-0.000879796021491117,0.00178239531167233,0.176075440015084,0.0735653056368415,0.0912589092276203,0.211524594555042
-0.2,0.155,-0.201482661780612,0.153868326633223,-0.00148266178061172,-0.0011316733667775,0.00186519987260354,0.165521074667661,0.0649197901283999,0.0618485735022501,0.188247399003745
-0.2,0.17,-0.201266756738704,0.168716866894808,-0.00126675673870441,-0.00128313310519226,0.00180308158459161,0.155574854228871,0.0581440265369055,0.033703814610586,0.169470443286448
-0.2,0.185,-0.200934332971644,0.183683933560943,-0.000934332971644039,-0.00131606643905682,0.00161400401917494,0.148828315378564,0.0540863287525535,0.00734653633008372,0.158521878750288
-0.2,0.2,-0.200532285739266,0.198776486131011,-0.000532285739265771,-0.00122351386898912,0.00133428418855746,0.146748510702671,0.0531340440801507,0.0175689595127195,0.157057428409439
-0.2,0.215,-0.200115430395803,0.213990206934499,-0.000115430395802918,-0.00100979306550054,0.00101636913147153,0.149700566605289,0.0553247510741581,0.0418379612946634,0.164989458870645
-0.2,0.23,-0.199739161413949,0.229309541064753,0.000260838586051103,-0.000690458935246593,0.000738085570401561,0.156956142783578,0.0603870810571737,0.0662922850274514,0.180766491565773
-0.2,0.245,-0.199451935735572,0.244707831557313,0.000548064264428466,-0.000292168442687209,0.000621077158528459,0.16668430947514,0.0677101348286738,0.0913841255418431,0.201790539606666
-0.2,0.26,-0.199287687619947,0.260147541031594,0.000712312380052871,0.000147541031594235,0.000727431978112371,0.175927966084633,0.0762407493030864,0.11675912248191,0.224490664079322
-0.2,0.275,-0.199258354196755,0.275580611149769,0.000741645803245039,0.000580611149768463,0.000941885239669056,0.180574763008338,0.0843082204439589,0.140815408378084,0.24401678284198
-0.2,0.29,-0.199346807747558,0.290949039047095,0.00065319225244187,0.00094903904709509,0.00115210035654939,0.17533512982474,0.089376277211359,0.160252800511587,0.253794389354541
-0.2,0.305,-0.199500588116618,0.306185730362355,0.000499411883382095,0.00118573036235502,0.00128661133271623,0.153740744765658,0.0877215876823955,0.169624610114258,0.245160954484458
-0.2,0.32,-0.199626841326279,0.321215626102954,0.000373158673721369,0.00121562610295421,0.00127161087521188,0.108174865206398,0.074036027360124,0.16091177357553,0.207547056798479
-0.2,0.335,-0.199588761897777,0.335957016380871,0.000411238102222572,0.000957016380871277,0.00104163195514326,0.0299426603085814,0.0409454659868386,0.123144009263506,0.133182390335946
-0.2,0.35,-0.199203616057077,0.350322876522047,0.000796383942922696,0.000322876522047232,0.000859346631479065,0.0906129476168156,0.0215696067510839,0.0420959341045793,0.102215579299004
-0.18,0.05,-0.179099948928073,0.0514412049989756,0.000900051071927088,0.00144120499897563,0.00169916561322004,0.0344852296205685,0.00296878378788697,0.0524050010618532,0.062803895351884
-0.18,0.065,-0.179536100066168,0.0661987790983925,0.000463899933832446,0.00119877909839249,0.00128540829130376,0.0327297063057051,0.0367572012373892,0.106641851751924,0.117451329891666
-0.18,0.08,-0.180141326578939,0.0808118057909951,-0.000141326578938727,0.000811805790995115,0.000824015682015658,0.0666047913170456,0.0482732794736543,0.122278807867344,0.147372407743955
-0.18,0.095,-0.180761886399605,0.0953398353567144,-0.00076188639960495,0.000339835356714349,0.000834241545103193,0.0760044621067294,0.04640636047722,0.113808354200444,0.14450806588719
-0.18,0.11,-0.181284403931397,0.109838898630381,-0.0012844039313975,-0.000161101369618749,0.0012944678869259,0.0688263452927783,0.0374799461992968,0.0922231859272763,0.121024516696165
-0.18,0.125,-0.181634965609801,0.124359570516785,-0.00163496560980078,-0.000640429483214855,0.0017559221133644,0.0518979548184924,0.0258284355533158,0.0653717717455156,0.087372626255196
-0.18,0.14,-0.181776685252791,0.138945192275816,-0.00177668525279104,-0.0010548077241837,0.0020662114660612,0.0309188082845824,0.014281220666578,0.0383775501881666,0.0513104521842783
-0.18,0.155,-0.181705734477767,0.153630450325883,-0.00170573447776688,-0.00136954967411736,0.00218750918135619,0.0104450333547633,0.00456863452246821,0.0140957284972297,0.0181290018763765
-0.18,0.17,-0.181446069635501,0.168440424379195,-0.00144606963550069,-0.00155957562080465,0.00212682709869075,0.00609132012337642,0.0023442980104167,0.0064167546731665,0.00915284955393735
