target_x,target_y,pupil_x,pupil_y
-0.2,0.05,-45.6872189544079,-58.6534499191995
-0.2,0.065,-46.0410843054413,-56.0886253263879
-0.2,0.08,-46.3652351907542,-53.4657494661045
-0.2,0.095,-46.6580701664749,-50.7879666017239
-0.2,0.11,-46.9181069143954,-48.0588229076431
-0.2,0.125,-47.1440027843417,-45.2822510895055
-0.2,0.14,-47.3345741381374,-42.4625481455492
-0.2,0.155,-47.4888139718327,-39.6043463794928
-0.2,0.17,-47.6059073170893,-36.7125779907585
-0.2,0.185,-47.6852439673517,-33.7924337933395
-0.2,0.2,-47.7264281426112,-30.8493168191482
-0.2,0.215,-47.7292847920634,-27.8887917543025
-0.2,0.23,-47.6938623379409,-24.9165313063843
-0.2,0.245,-47.6204317729016,-21.9382607125394
-0.2,0.26,-47.5094821430122,-18.9597016635203
-0.2,0.275,-47.3617125612286,-15.9865169221497
-0.2,0.29,-47.1780210045997,-13.024256879356
-0.2,0.305,-46.9594902413273,-10.0783091917723
-0.2,0.32,-46.7073713113657,-7.15385251591335
-0.2,0.335,-46.4230650405432,-4.25581518086152
-0.2,0.35,-46.1081021002455,-1.38883945153169
-0.18,0.05,-42.2064186229604,-59.2175729483159
-0.18,0.065,-42.5467541660825,-56.638598095802
-0.18,0.08,-42.8586814309584,-53.9998933286084
-0.18,0.095,-43.1406321417749,-51.3046459583162
-0.18,0.11,-43.391153240918,-48.5564645273197
-0.18,0.125,-43.6089274011354,-45.759363396638
-0.18,0.14,-43.7927923757034,-42.9177400101663
-0.18,0.155,-43.9417586539428,-40.0363449284374
-0.18,0.17,-44.0550249111094,-37.120244967638
-0.18,0.185,-44.1319907881578,-34.1747800179065
-0.18,0.2,-44.1722666046402,-31.2055143470227
-0.18,0.215,-44.1756796967057,-28.218183402288
-0.18,0.23,-44.1422771765718,-25.218637291075
-0.18,0.245,-44.0723250257602,-22.2127822451301
-0.18,0.26,-43.9663035532295,-19.2065214414572
-0.18,0.275,-43.8248993675487,-16.2056965638144
-0.18,0.29,-43.6489941245227,-13.2160314424016
-0.18,0.305,-43.4396504046963,-10.2430790067372
-0.18,0.32,-43.1980951550283,-7.29217264059754
-0.18,0.335,-42.9257011861702,-4.36838284059596
-0.18,0.35,-42.6239672472963,-1.47647987031645
-0.16,0.05,-38.6173052298394,-59.7378463701103
-0.16,0.065,-38.9421473540981,-57.1466047829785
-0.16,0.08,-39.2400385282248,-54.4940692775847
-0.16,0.095,-39.5094578424691,-51.7834640988023
-0.16,0.11,-39.7489948196783,-49.0184530386869
-0.16,0.125,-39.9573696617563,-46.2031240520291
-0.16,0.14,-40.1334523817606,-43.3419660983208
-0.16,0.155,-40.2762802853932,-40.4398382879329
-0.16,0.17,-40.3850732869981,-37.5019316702912
-0.16,0.185,-40.4592465905378,-34.5337242656002
-0.16,0.2,-40.4984203338664,-31.5409301884699
-0.16,0.215,-40.5024258866388,-28.5294439422093
-0.16,0.23,-40.4713085924243,-25.5052811424062
-0.16,0.245,-40.4053268677314,-22.4745170678325
-0.16,0.26,-40.3049476892591,-19.4432245097255
-0.16,0.275,-40.1708386220698,-16.4174124022345
-0.16,0.29,-40.0038566497192,-13.4029666709098
-0.16,0.305,-39.8050341709017,-10.4055946154084
-0.16,0.32,-39.5755625968665,-7.43077399509331
-0.16,0.335,-39.316774046837,-4.48370777081253
-0.16,0.35,-39.0301216690222,-1.56928523655046
-0.14,0.05,-34.9264450760328,-60.2098511636084
-0.14,0.065,-35.2338644449417,-57.6083163293227
-0.14,0.08,-35.515936396287,-54.9440593726151
-0.14,0.095,-35.7712018877315,-52.2203351710365
-0.14,0.11,-35.9983066649324,-49.4408551419585
-0.14,0.125,-36.1960209938929,-46.6097719391468
