target_x,target_y,pupil_x,pupil_y
-0.2,0.05,-13.5083344872481,-21.5657752312929
-0.2,0.065,-13.639596605513,-19.7750803817029
-0.2,0.08,-13.7597986742797,-17.9536932066539
-0.2,0.095,-13.8683411138254,-16.104123030889
-0.2,0.11,-13.9646688692622,-14.229112525217
-0.2,0.125,-14.0482790631729,-12.3316216820282
-0.2,0.14,-14.1187281904547,-10.4148075976699
-0.2,0.155,-14.1756386627924,-8.48200028712104
-0.2,0.17,-14.2187045154733,-6.53667490079137
-0.2,0.185,-14.2476961112144,-4.58242083759674
-0.2,0.2,-14.2624636971276,-2.6229083743108
-0.2,0.215,-14.2629397068502,-0.661853522120177
-0.2,0.23,-14.2491397371798,1.29701810356123
-0.2,0.245,-14.2211621689866,3.25000757934282
-0.2,0.26,-14.1791864476398,5.19347830293929
-0.2,0.275,-14.1234700788039,7.12389016170996
-0.2,0.29,-14.0543444370131,9.03783149362714
-0.2,0.305,-13.9722095162552,10.9320481969395
-0.2,0.32,-13.8775277810573,12.8034694443663
-0.2,0.335,-13.7708172988312,14.6492295922318
-0.2,0.35,-13.6526443403389,16.466686010548
-0.18,0.05,-11.1588015334527,-21.7281263645227
-0.18,0.065,-11.2780266847136,-19.9240796918512
-0.18,0.08,-11.3872181401837,-18.0884900679195
-0.18,0.095,-11.4858201802803,-16.2239219465948
-0.18,0.11,-11.573317944513,-14.3331843611381
-0.18,0.125,-11.6492446632903,-12.4193144033959
-0.18,0.14,-11.7131884685552,-10.4855562180051
-0.18,0.155,-11.7647985969273,-8.53533574826965
-0.18,0.17,-11.8037908047394,-6.57223161661822
-0.18,0.185,-11.8299518331374,-4.59994267359254
-0.18,0.2,-11.8431427867623,-2.6222528725449
-0.18,0.215,-11.8433013190297,-0.642994236799151
-0.18,0.23,-11.8304425545911,1.33399123186638
-0.18,0.245,-11.8046587231231,3.304889824241
-0.18,0.26,-11.7661175157705,5.26595367029315
-0.18,0.275,-11.7150592211291,7.21353671104231
-0.18,0.29,-11.6517927344365,9.14412828971436
-0.18,0.305,-11.5766905651821,11.0543836743746
-0.18,0.32,-11.4901829999291,12.9411509303647
-0.18,0.335,-11.3927515894229,14.8014937132927
-0.18,0.35,-11.2849221478642,16.6327096920675
-0.16,0.05,-8.75180714475484,-21.8746285383772
-0.16,0.065,-8.85791942766365,-20.058618377562
-0.16,0.08,-8.95510606680059,-18.2102761548717
-0.16,0.095,-9.04286323750372,-16.3322166425756
-0.16,0.11,-9.12072382458181,-14.4273098376365
-0.16,0.125,-9.18826409522441,-12.4986639896922
-0.16,0.14,-9.24510999267092,-10.5496038634888
-0.16,0.155,-9.29094287495817,-8.58364447802143
-0.16,0.17,-9.32550452860531,-6.60446072539789
-0.16,0.185,-9.34860130740428,-4.61585342904629
-0.16,0.2,-9.36010726208654,-2.62171254855546
-0.16,0.215,-9.35996616493886,-0.625978342098197
-0.16,0.23,-9.34819236101456,1.36739860096615
-0.16,0.245,-9.3248704218335,3.35449751559134
-0.16,0.26,-9.29015361230759,5.3314668430143
-0.16,0.275,-9.2442612275388,7.2945619176468
-0.16,0.29,-9.18747488251079,9.24018011312643
-0.16,0.305,-9.12013388084162,11.1648927001607
-0.16,0.32,-9.04262980371244,13.0654728126092
-0.16,0.335,-8.95540048231599,14.93891906251
-0.16,0.35,-8.85892353007807,16.7824745083162
