target_x,target_y,pupil_x,pupil_y
-0.2,0.05,53.0955502375605,-64.9805598793276
-0.2,0.065,53.3598451121124,-63.0853150421782
-0.2,0.08,53.601680180542,-61.1356304099254
-0.2,0.095,53.8198852637087,-59.1333922424797
-0.2,0.11,54.0133777137166,-57.0808284840466
-0.2,0.125,54.1811775850336,-54.9805045823527
-0.2,0.14,54.32242194057,-52.8353137710661
-0.2,0.155,54.4363779093414,-50.6484616991228
-0.2,0.17,54.5224541297603,-48.4234454685443
-0.2,0.185,54.5802102353763,-46.1640273213075
-0.2,0.2,54.6093641012748,-43.8742033913763
-0.2,0.215,54.6097966220789,-41.5581681186798
-0.2,0.23,54.5815538725768,-39.2202750602431
-0.2,0.245,54.5248465774004,-36.8649949689019
-0.2,0.26,54.4400469148466,-34.4968721008588
-0.2,0.275,54.327682741545,-32.1204797500988
-0.2,0.29,54.188429435478,-29.7403760397322
-0.2,0.305,54.0230995926378,-27.3610609441713
-0.2,0.32,53.8326308947806,-24.9869354644105
-0.2,0.335,53.6180724966206,-22.622263764623
-0.2,0.35,53.38057030858,-20.2711389522984
-0.18,0.05,55.7861401862825,-64.3736415547981
-0.18,0.065,56.0696730422726,-62.4589949500393
-0.18,0.08,56.3289306836,-60.4890013957818
-0.18,0.095,56.5626267887333,-58.465603558842
-0.18,0.11,56.7695708769803,-56.3910987813435
-0.18,0.125,56.9486853401126,-54.2681348079676
-0.18,0.14,57.0990215228625,-52.0996996391445
-0.18,0.155,57.2197744095049,-49.8891053903107
-0.18,0.17,57.3102954960806,-47.6399662119713
-0.18,0.185,57.3701034574708,-45.3561705326234
-0.18,0.2,57.3988922842303,-43.0418480729596
-0.18,0.215,57.3965366229993,-40.7013322688221
-0.18,0.23,57.3630941521207,-38.3391189085249
-0.18,0.245,57.2988049129074,-35.9598219135953
-0.18,0.26,57.2040876162024,-33.5681272982644
-0.18,0.275,57.0795330431539,-31.168746396492
-0.18,0.29,56.9258947525036,-28.7663694397345
-0.18,0.305,56.744077381313,-26.3656205489873
-0.18,0.32,56.5351229007704,-23.9710151099099
-0.18,0.335,56.3001952270837,-21.5869203904
-0.18,0.35,56.0405636243235,-19.2175201177788
-0.16,0.05,58.4838907179627,-63.693576396253
