target_x,target_y,pupil_x,pupil_y
-0.2,0.05,-17.8860092238587,-39.6527562626389
-0.2,0.065,-18.0412060894112,-37.969058107927
-0.2,0.08,-18.1829700468114,-36.2469112753637
-0.2,0.095,-18.3105899861906,-34.488343473212
-0.2,0.11,-18.4234087376148,-32.69564616145
-0.2,0.125,-18.520832196396,-30.8713648527995
-0.2,0.14,-18.6023378998639,-29.0182849386842
-0.2,0.155,-18.6674828270942,-27.1394131026331
-0.2,0.17,-18.7159101958507,-25.2379545274669
-0.2,0.185,-18.7473550592591,-23.3172862454598
-0.2,0.2,-18.7616485309622,-21.3809271186928
-0.2,0.215,-18.7587205070706,-19.432505058241
-0.2,0.23,-18.7386007997668,-17.475722194031
-0.2,0.245,-18.701418646255,-15.5143187775901
-0.2,0.26,-18.6474006086875,-13.5520366464582
-0.2,0.275,-18.5768669328344,-11.5925830806246
-0.2,0.29,-18.490226478575,-9.63959586347252
-0.2,0.305,-18.3879703792803,-7.69661029290544
-0.2,0.32,-18.2706646195008,-5.76702880860164
-0.2,0.335,-18.1389417441522,-3.85409379111351
-0.2,0.35,-17.9934919299006,-1.96086396077052
-0.18,0.05,-15.4832612441421,-39.9312525407087
-0.18,0.065,-15.6274756536867,-38.2372810278439
-0.18,0.08,-15.7592713531348,-36.5038085842121
-0.18,0.095,-15.8779759214108,-34.7328940471367
-0.18,0.11,-15.9829673990814,-32.9268723766082
-0.18,0.125,-16.0736830831539,-31.0883449041051
-0.18,0.14,-16.149627810267,-29.2201648063429
-0.18,0.155,-16.2103814948848,-27.3254178582525
-0.18,0.17,-16.2556057098794,-25.4073986762253
-0.18,0.185,-16.2850491067172,-23.4695828183291
-0.18,0.2,-16.2985515095226,-21.5155952594151
-0.18,0.215,-16.2960465521795,-19.5491758947864
-0.18,0.23,-16.2775627731984,-17.5741428333998
-0.18,0.245,-16.2432231337213,-15.5943543283941
-0.18,0.26,-16.1932429729153,-13.6136702346156
-0.18,0.275,-16.1279264701771,-11.6359138922212
-0.18,0.29,-16.0476617240855,-9.66483530938014
-0.18,0.305,-15.9529146063938,-7.70407644760214
-0.18,0.32,-15.8442215748514,-5.75713932508895
-0.18,0.335,-15.7221816604039,-3.82735752850017
-0.18,0.35,-15.5874478503853,-1.91787158954073
-0.16,0.05,-13.01817440468,-40.1783736751542
-0.16,0.065,-13.1502738292463,-38.475302439107
-0.16,0.08,-13.2710568935874,-36.7317566055205
-0.16,0.095,-13.3798983015298,-34.949822577343
-0.16,0.11,-13.476219223344,-33.1318745725746
-0.16,0.125,-13.5594956179458,-31.2805648524667
-0.16,0.14,-13.6292660807765,-29.3988088849109
-0.16,0.155,-13.6851389965731,-27.4897654895269
-0.16,0.17,-13.7267987882807,-25.556812177504
-0.16,0.185,-13.7540110674622,-23.603516070925
-0.16,0.2,-13.7666265265649,-21.6336009482025
-0.16,0.215,-13.7645834437576,-19.6509111116536
-0.16,0.23,-13.7479087201909,-17.6593728890343
-0.16,0.245,-13.7167174142255,-15.662954677726
-0.16,0.26,-13.671210788939,-13.6656264831204
-0.16,0.275,-13.6116729368544,-11.6713199158326
-0.16,0.29,-13.5384660943473,-9.68388958028003
-0.16,0.305,-13.4520247927634,-7.70707671780478
-0.16,0.32,-13.352849031354,-5.74447586051038
-0.16,0.335,-13.2414966732683,-3.79950512769246
-0.16,0.35,-13.1185752854891,-1.8753806434419
-0.14,0.05,-10.4959629146549,-40.39142237888
-0.14,0.065,-10.6148663635565,-38.6804874525069
-0.14,0.08,-10.7236389061959,-36.928196389437
-0.14,0.095,-10.8217107048708,-35.1366594599338
-0.14,0.11,-10.9085539021571,-33.3082855571603
-0.14,0.125,-10.9836903218583,-31.4457724312626
-0.14,0.14,-11.0466987402628,-29.5520915860305
-0.14,0.155,-11.0972215213768,-27.6304678757525
-0.14,0.17,-11.134970416994,-25.6843540178409
-0.14,0.185,-11.1597313516953,-23.7174004200725
-0.14,0.2,-11.1713680367378,-21.7334208987923
-0.14,0.215,-11.1698242963036,-19.7363550199463
-0.14,0.23,-11.1551250258837,-17.7302279297456
-0.14,0.245,-11.1273757515001,-15.7191086346129
-0.14,0.26,-11.0867608052788,-13.7070677448559
-0.14,0.275,-11.0335401789745,-11.6981357089224
-0.14,0.29,-10.9680451579178,-9.69626252931383
-0.14,0.305,-10.890672882355,-7.70527987276746
-0.14,0.32,-10.8018800027628,-5.72886638155151
-0.14,0.335,-10.7021756265287,-3.77051684432532
-0.14,0.35,-10.5921137568263,-1.83351573501771
-0.12,0.05,-7.92269457597305,-40.5678790212982
-0.12,0.065,-8.02739721829325,-38.85037214735
-0.12,0.08,-8.12323076728961,-37.0907327891022
