frame_no,target_no,time_stamp,target_x,target_y,pupil_x,pupil_y,ellipse_min_axis,ellipse_max_axis,ellipse_angle,glint_1_x,glint_1_y,glint_2_x,glint_2_y,glint_3_x,glint_3_y,glint_4_x,glint_4_y
0,0,738084.613264478,-0.2,0.05,-16.667799186831,-11.8491838452172,20.8173437674866,21.8356381741677,0.61800581157597,0.244329310311206,3.73430042652213,-17.6120101782974,3.73917416478117,-17.4963139909289,-9.60595548143811,0.150340763124273,-9.49250998163721
1,1,738084.613264579,-0.2,0.065,-16.8135821768896,-10.3612411910358,20.8809886275482,21.8294380548834,0.552276869327902,0.177469369576157,4.40868424243826,-17.681244648028,4.41350057257822,-17.56458520381,-8.93277643513172,0.0826928098191095,-8.8191050548176
2,2,738084.613264701,-0.2,0.08,-16.9475699969388,-8.85089838087453,20.9362208544793,21.8240893984743,0.481290144758347,0.116115106650854,5.09360209048994,-17.7448377851361,5.09834879321637,-17.6271968592056,-8.24895540590442,0.0205408341687368,-8.1350608532482
3,3,738084.613264794,-0.2,0.095,-17.0691143926362,-7.32033534494914,20.9826307939725,21.8196178639274,0.405139262548291,0.060574327786259,5.78800571800844,-17.8024727888772,5.79267030013362,-17.6838335960142,-7.55553491390744,-0.0358060291024446,-7.44142044449142
4,4,738084.613264884,-0.2,0.11,-17.1776144818457,-5.77191018389969,21.0198486373306,21.8160469154633,0.324160752365841,0.0111321496700626,6.49076047994751,-17.8538560704495,6.49533023593454,-17.7342034071041,-6.85364432559506,-0.0860612447548623,-6.73931374126911
5,5,738084.61326498,-0.2,0.125,-17.2725249649286,-4.20814428082015,21.0475503627206,21.8133976038793,0.238976574456567,-0.0319529598887395,7.20065267139063,-17.8987213226791,7.20511475007297,-17.7780416996183,-6.14449259591689,-0.129964846485945,-6.02995023805236
6,6,738084.613265068,-0.2,0.14,-17.353363848012,-2.63170414439498,21.065463190802,21.8116883638543,0.150506994566064,-0.068452904906054,7.91639846600597,-17.9368333485012,7.92073994165918,-17.8151151114832,-5.42935939967962,-0.16728717178131,-5.31461013666789
7,7,738084.613265156,-0.2,0.155,-17.4197194717602,-1.04538021645469,21.0733703918752,21.8109348295847,0.059939426342637,-0.0981733468081467,8.63665434346356,-17.9679915444871,8.64086229026142,-17.8452249805071,-4.70958476714183,-0.197832260995384,-4.59463397610897
8,8,738084.613265244,-0.2,0.17,-17.4712566472583,0.547937012020678,21.0711152926702,21.8111496737846,-0.0313519216357548,-0.120956656566497,9.36002883491246,-17.9920329406526,9.36409040366363,-17.8682103675216,-3.98655739293109,-0.221440824330767,-3.87141093577686
9,9,738084.613265331,-0.2,0.185,-17.5077217201769,2.14528313204694,21.0586043507259,21.8123424732296,-0.1219257481298,-0.136684346555344,10.085095365489,-18.0088347072462,10.0889978614566,-17.8839505445687,-3.26170183769016,-0.237992689595402,-3.14636603169662
10,10,738084.613265418,-0.2,0.2,-17.5289464120292,3.74364766058094,21.0358091909851,21.8145196017983,-0.21040842613852,-0.145278908694562,10.8104059293771,-18.0183160529203,10.814136889913,-17.8923668729133,-2.53646488557384,-0.247408656959843,-2.42094646896478
11,11,738084.613265541,-0.2,0.215,-17.5348503221244,5.3400029950994,21.0027675305416,21.8176841535653,-0.295613561924985,-0.146705002460127,11.5345052987839,-18.0204394561254,11.5380525694874,-17.89342401316,-1.81230135521014,-0.249651703924473,-1.69660744816763
12,12,738084.61326563,-0.2,0.23,-17.5254420130396,6.93133382900282,20.9595829534585,21.8218359008753,-0.376622118779776,-0.140969956212476,12.2559454455063,-18.015211191941,12.2592972536272,-17.8871304301703,-1.09065968481849,-0.244727503556298,-0.974797746576576
13,13,738084.613265719,-0.2,0.245,-17.5008186506647,8.51466635736617,20.9064235373528,21.8269712819312,-0.452813336596674,-0.128123567029885,12.9732998439668,-18.0026811388561,12.9764448678348,-17.8735381778013,-0.372967622391564,-0.232684240789081,-0.25694540511865
14,14,738084.613265806,-0.2,0.26,-17.4611642113371,10.0870966101149,20.8435193695826,21.8330834264065,-0.523851675114988,-0.108257206712628,13.6851773284076,-17.9829418730852,13.6881047617619,-17.852741971566,0.339381651533949,-0.213611734074257,0.455556151279957
15,15,738084.613265922,-0.2,0.275,-17.4067463184124,11.645817284366,20.7711590302794,21.84016221063,-0.589644187816966,-0.081502263658771,14.3902351941343,-17.9561270806404,14.392934804362,-17.8248775799267,1.04504265776381,-0.187639891734466,1.16136124918259
16,16,738084.613266015,-0.2,0.29,-17.3379118080427,13.1881425046824,20.6896851499832,21.8481943487017,-0.650284526811762,-0.0480279707570214,15.0871912622179,-17.9224093383815,15.0896534416659,-17.790119585907,1.74272972738208,-0.15493655286036,1.85918407633342
17,17,738084.613266104,-0.2,0.305,-17.2550811662158,14.7115300211016,20.5994891778253,21.85716351227,-0.705996455824464,-0.00803868728000772,15.7748346671203,-17.8819973336142,15.7770504768349,-17.7486785889915,2.43122784383602,-0.115704780482666,2.54780952366487
18,18,738084.613266198,-0.2,0.32,-17.1587420019615,16.2136004534694,20.5010055171921,21.8670504799803,-0.757084628728775,0.0382292828387702,16.4520351748557,-17.8351326066238,16.4539963802945,-17.7007979320376,3.10940202415887,-0.0701796892151183,3.22610256564346
19,19,738084.61326632,-0.2,0.335,-17.0494417497708,17.6921532937,20.3947051967679,21.8778333139108,-0.803895824157299,0.0905112435583813,17.1177508927469,-17.7820859112558,17.1194499912129,-17.6467500485615,3.77620509857797,-0.0186249000348189,3.89301603825872
20,20,738084.613266407,-0.2,0.35,-16.92777980225,19.145179495257,20.2810892525454,21.8894875566369,-0.84679077447539,0.148517931217725,17.7710342876136,-17.7231532949713,17.7724645273595,-17.586832532003,4.43068380342258,0.0386712789580249,4.54759672964755
21,21,738084.613266526,-0.18,0.05,-14.7865067841264,-11.9327472734135,20.9464185012622,21.8231050910461,0.678996170900023,1.09532043647262,3.6957025582983,-16.7631371841788,3.69906175090221,-16.6471444385291,-9.64656267374304,1.00173585240975,-9.53380660058953
