frame_no,target_no,time_stamp,target_x,target_y,pupil_x,pupil_y,ellipse_min_axis,ellipse_max_axis,ellipse_angle,glint_1_x,glint_1_y,glint_2_x,glint_2_y,glint_3_x,glint_3_y,glint_4_x,glint_4_y
0,0,738084.477901926,-0.2,0.05,40.694523206796,-84.337307229295,41.6800151884349,28.0942158909095,0.449566899675801,60.7491092364173,-42.106482136958,30.5383072581568,-52.1045339530208,31.4713093410927,-75.3038261813098,64.9147689355006,-67.074240809818
1,1,738084.477902019,-0.2,0.065,40.8728678357433,-82.3508642689539,41.6021757968278,28.611115294717,0.460704021303858,60.8722950384134,-41.2868280119718,30.6485721995046,-51.2846217247449,31.5801293059728,-74.4930784307031,65.0341149759966,-66.266453104665
2,2,738084.477902109,-0.2,0.08,41.0364730533924,-80.2987758223445,41.5275241117857,29.1256755379856,0.472446344731462,60.9882387923429,-40.4342623701147,30.7517356125845,-50.4315540901004,31.6818269925109,-73.6490394626834,65.1460523685549,-65.4256623797571
3,3,738084.477902199,-0.2,0.095,41.1845533019625,-78.1827265808231,41.4560657989028,29.6366526734473,0.484835932892228,61.0964696476634,-39.5494291810471,30.847357600371,-49.5459678783787,31.775964881627,-72.7723231873833,65.2501130229981,-64.552485411868
4,4,738084.477902293,-0.2,0.11,41.3163791504293,-76.0047975081651,41.3877983837766,30.1427636282558,0.497918047078834,61.196544640762,-38.6331740367718,30.935026203147,-48.6287027323534,31.8621335779458,-71.8637464769281,65.3458577642983,-63.6477403761677
5,5,738084.477902383,-0.2,0.125,41.4312875310502,-73.7674663452756,41.3227109042104,30.6426994651426,0.511741364961252,61.288054493073,-37.6865453383979,31.0143628848433,-47.680802413614,31.9399572788494,-70.9243307078075,65.4328821419376,-62.7124482996948
6,6,738084.477902472,-0.2,0.14,41.5286914387302,-71.4736018353012,41.2607837043137,31.1351397638988,0.526358198867303,61.3706291515699,-36.7107923051278,31.0850277508337,-46.7035129147933,32.0090989713354,-69.9553001153492,65.510821965359,-61.7478313493394
7,7,738084.477902562,-0.2,0.155,41.6080888325664,-69.1264514244294,41.2019883799257,31.6187678370175,0.541824708666614,61.4439429266728,-35.7073596660838,31.1467243591051,-45.69827723589,32.0692652189396,-68.9580768121452,65.5793584196565,-60.7553078090672
8,8,738084.47790265,-0.2,0.17,41.6690704866084,-66.7296223730218,41.1462878668657,32.092286449479,0.558201100589442,61.5077190868298,-34.6778789927669,31.1992039915944,-44.6667267795699,32.1202104058686,-67.9342724195959,65.6382226204475,-59.7364836978252
9,9,738084.477902739,-0.2,0.185,41.7113265677898,-64.2870564321726,41.0936366764476,32.5544336722598,0.575551800735351,61.5617337796492,-33.62415673532,31.2422692633196,-43.6106694262251,32.1617403165344,-66.8856763675896,65.6871994780179,-58.6931410845837
