frame_no,target_no,time_stamp,target_x,target_y,pupil_x,pupil_y,ellipse_min_axis,ellipse_max_axis,ellipse_angle,glint_1_x,glint_1_y,glint_2_x,glint_2_y,glint_3_x,glint_3_y,glint_4_x,glint_4_y
0,0,738084.489896433,-0.2,0.05,5.85539250029538,-24.5943352593527,29.4415079606812,30.564909640947,-1.33706859924761,25.8132339406522,-1.45859990295381,1.34255305527578,-1.98637155433098,1.34086922963955,-20.3430501541166,25.845231768034,-20.81789746699
1,1,738084.489896555,-0.2,0.065,5.84698611694251,-22.5524375211641,29.5996691307287,30.5515463136695,-1.3171198262267,25.8148852130303,-0.536476001651552,1.33950078470966,-1.06208182357592,1.33795589321543,-19.4213250335849,25.8442420558436,-19.8983745871198
2,2,738084.489896675,-0.2,0.08,5.8403241027809,-20.475474351516,29.745954515025,30.5393298255911,-1.29293973875039,25.8170266858608,0.40244292253801,1.33716646518552,-0.120955357019039,1.3357631334474,-18.482566164923,25.8436929167109,-18.961858375942
3,3,738084.489896764,-0.2,0.095,5.83548495663927,-18.3663087445438,29.8796020519372,30.528287648534,-1.26315597373926,25.8196765154892,1.35678959759143,1.33558489596333,0.83563733831688,1.33432553936416,-17.5281327881444,25.8436064746859,-18.0097047396415
4,4,738084.489896853,-0.2,0.11,5.83254013168838,-16.2280708856405,29.9999009964372,30.518444288146,-1.2257626526355,25.822850611155,2.32506650532365,1.33478779210874,1.80619518489426,1.33367459511077,-16.5595155216814,25.8440029953765,-17.0434006434451
5,5,738084.489896942,-0.2,0.125,5.83155298144644,-14.0641398567326,30.1062023118856,30.5098211037519,-1.17773343229836,25.8265623453444,3.30565481697063,1.33480329494326,2.78909549118796,1.33383819178434,-15.5783275499018,25.8449005703158,-16.0645553212375
6,6,738084.48989703,-0.2,0.14,5.83257777981511,-11.8781205294407,30.1979285258117,30.5024361499777,-1.11434607478042,25.8308222903134,4.29682569006456,1.3356555156887,3.78260527541175,1.33484017283951,-14.5862934350774,25.8463148204022,-15.074889115497
7,7,738084.489897124,-0.2,0.155,5.83565884218821,-9.67381590394913,30.2745827694569,30.4963040483377,-1.02799589750375,25.8356379887449,5.29675379760404,1.33736412520102,4.78489482716102,1.33669992594405,-13.5852356794228,25.8482586267282,-14.0762200728422
8,8,738084.489897242,-0.2,0.17,5.84082977291976,-7.45519531539026,30.3357567351638,30.4914358802016,-0.906223892638469,25.8410137658653,6.30353288214988,1.33994400197144,5.79405329911352,1.33943203343142,-12.5770592415616,25.8507418967424,-13.0704484990373
9,9,738084.489897335,-0.2,0.185,5.84811286100459,-5.22635907495149,30.3811373042764,30.4878391159227,-0.729314067431786,25.8469505893997,7.31519305289654,1.34340494932606,6.80810604614739,1.34304599223298,-11.5637342868911,25.8537713729642,-12.0595397522071
10,10,738084.489897424,-0.2,0.2,5.85751864394747,-2.99150025732975,30.4105116395796,30.4855175646631,-0.472179788948212,25.8534459824383,8.32971947716966,1.3477514909167,7.82503336248576,1.34754601233011,-10.5472775185491,25.8573504903611,-11.0455056201027
