frame_no,target_no,time_stamp,target_x,target_y,pupil_x,pupil_y,ellipse_min_axis,ellipse_max_axis,ellipse_angle,glint_1_x,glint_1_y,glint_2_x,glint_2_y,glint_3_x,glint_3_y,glint_4_x,glint_4_y
0,0,738084.432756199,-0.2,0.05,6.5058583024694,-30.5559745449083,20.9788717684701,18.4072859943416,0.209783461844569,19.5239803693893,-12.3367111817533,3.11363652519558,-13.9007005403433,3.11667586268754,-26.2855036743711,20.1624085105676,-25.4576252112982
1,1,738084.432756289,-0.2,0.065,6.51421454946767,-29.2866486021333,20.9572662382119,18.5962263294691,0.218866458941443,19.5335954798978,-11.7759807959823,3.11985409863912,-13.3392076945524,3.12287075384716,-25.7260533036167,20.1705234383374,-24.8991900553486
2,2,738084.43275638,-0.2,0.08,6.52250638091174,-27.9879139024148,20.9366883718594,18.7798536014529,0.228960604644853,19.5429872915069,-11.2006250844896,3.12594509902376,-12.7630513556752,3.12893880225139,-25.1518496877175,20.1783742488836,-24.326044415942
3,3,738084.432756468,-0.2,0.095,6.53071776309893,-26.6612702460868,20.9171601650416,18.9575423928299,0.240221505346728,19.5521338594993,-10.6113342062645,3.13189749540953,-12.172922077253,3.13486801093299,-24.5635764669409,20.1859408363073,-23.7388711649186
4,4,738084.432756558,-0.2,0.11,6.53883277318872,-25.308417442512,20.8987003770613,19.128680210298,0.252836847712275,19.5610139231332,-10.0088982648906,3.13769966272213,-11.5696105834416,3.14064679121125,-23.9620177725369,20.193204059024,-23.1384534029044
5,5,738084.432756679,-0.2,0.125,6.54683577343976,-23.9312483631733,20.8813243652802,19.292674920384,0.267034872455357,19.569607137131,-9.39420410903803,3.14334050266284,-10.9540045739833,3.14626408338331,-23.348055113487,20.200145963093,-22.5256713439988
6,6,738084.432756772,-0.2,0.14,6.55471158742607,-22.5318386183736,20.865043955466,19.4489622233978,0.283095576561702,19.5778942992556,-8.76823044088267,3.14880956163663,-10.3270838336415,3.15170947435463,-22.7226625651682,20.2067499968556,-21.901497506523
7,7,738084.43275686,-0.2,0.155,6.56244567397564,-21.1124328958367,19.5970129808726,20.8498673504718,-1.26943066057684,19.585857568577,-8.13204124919844,3.15409714290765,-9.68991366259737,3.15697330946083,-22.0869002744547,20.2130012115249,-21.2669902245441
8,8,738084.43275695,-0.2,0.17,6.57002429449867,-19.6754281071925,19.7363402048239,20.8357990791768,-1.24851762113247,19.5934806690376,-7.48677763797128,3.15919441022534,-9.04363669851221,3.16204679574991,-21.4419063499982,20.2188864425124,-20.6232855489846
9,9,738084.432757039,-0.2,0.185,6.57743466911822,-18.2233535973711,19.8665055197476,20.8228399861912,-1.22441382278144,19.6007490731448,-6.8336481759104,3.16409348042601,-8.38946325568893,3.16692209416479,-20.7888872612062,20.2243944666578,-19.9715876617515
