error_deg_x_mean,error_deg_x_std,error_deg_y_mean,error_deg_y_std,error_deg_xy_mean,error_deg_xy_std
0.5997370454566185,0.13017635799188873,0.557112381935229,0.11913866525440316,0.9140986113866116,0.16676498492148545
