error_deg_x_mean,error_deg_x_std,error_deg_y_mean,error_deg_y_std,error_deg_xy_mean,error_deg_xy_std
0.5228737983068267,0.13540783393432568,0.48172416622043174,0.14775345873897452,0.7875471003512067,0.19607498982444346
