error_deg_x_mean,error_deg_x_std,error_deg_y_mean,error_deg_y_std,error_deg_xy_mean,error_deg_xy_std
0.5962356820402659,0.12913805362565475,0.5557064876814788,0.12092866924681374,0.9100667959499642,0.1674233034730723
