experiment,eye_id,error_deg_x,error_deg_y,error_deg_xy
0,0,0.4301205742962387,0.45162977320623326,0.6755625511190021
1,1,0.5377910330484943,0.4147544880606331,0.7527439623519588
2,0,0.5686757092552668,0.40757535780009685,0.7844188046872614
3,1,0.48702509026822854,0.3032633807660583,0.6233189838793384
4,0,0.3504477983002674,0.3894623788606056,0.575269161814435
6,0,0.4485856755680551,0.45925133126591405,0.7085634228242869
7,1,0.5493089349975658,0.3208527925876124,0.6906959476939382
8,0,0.7248369905412786,0.4030862089158004,0.88962752142789
9,1,0.7537161225114858,0.5114956132498787,0.9664750644693397
10,0,0.384901302653813,0.30321554643642074,0.5355467574286994
11,1,0.4040724146377674,0.4681218609005295,0.658735907085067
12,0,0.3514814869735185,0.3854970900065746,0.5995168360500532
13,1,0.3620931664030307,0.3298341574666487,0.5311392421945059
14,0,0.4783339175822327,0.42919601253132783,0.7349769000016357
15,1,0.4665796721323175,0.39340127459852037,0.6625465125602299
16,0,0.5999528099333352,0.590100553793438,0.9250282590726792
17,1,0.5536469101229992,0.47718276965692935,0.8023676045314212
18,0,0.4421886685894821,0.4042876766310186,0.6566890249284395
19,1,0.5773781868640928,0.49677165899356046,0.832329602042066
20,0,0.4037696931067262,0.3220215655997126,0.5591321729134902
21,1,0.5660820716976066,0.46515156945948904,0.8105298316620543
22,0,0.5555039563153441,0.4207976728119477,0.7859255261987709
25,1,0.7941037235889788,0.780662151514198,1.217518244009938
26,0,0.6278077189850834,0.5107152975456455,0.8884424126228891
29,1,0.34761153279424656,0.47037115528247275,0.6634965999118524
30,0,0.38837163161265253,0.275415399260969,0.516065101304723
31,1,0.5522663195961801,0.3921899869796445,0.7478952037446022
32,0,0.5285107028395999,0.3644863787063997,0.7291795777266262
33,1,0.7323780450115207,0.37785771676364427,0.9046540002686333
34,0,0.7010659607391606,0.7425336730755507,1.1205218320977106
35,1,0.5634507164947069,0.5673214392950623,0.9169689754678503
36,0,0.5414578145276226,0.5635882856346899,0.853517265329181
37,1,0.6593525086531705,0.693493314209228,1.0331138700664997
38,0,0.5857752289470542,0.6182663801105359,0.9389707362382457
39,1,0.48851319533744714,0.45830518529646996,0.7171528620174563
40,0,0.3851335276206744,0.3941891892498784,0.5961343807219451
41,1,0.4574958361037711,0.4140352160038981,0.6845900004705038
43,1,0.33101612792238994,0.33386783716793894,0.5193577907329918
46,0,0.4216886453702875,0.5601289204571226,0.763039229149447
48,0,0.4881841606464573,0.43055521104653083,0.7078330801267175
49,1,0.48160157033588524,0.36294342278134767,0.6774054334178905
52,0,0.792986001735294,0.45902062866449406,0.9711199355141594
53,1,0.6328445031105275,0.4684162089554744,0.8831585635102696
56,0,0.4585424712048697,0.44499109632158307,0.7242807525163937
57,1,0.4782616476593439,0.5684915101404967,0.8078028534612249
59,1,0.38217145302621486,0.3754119488276932,0.5774933200411937
60,0,0.5911788595787738,0.3639658657742712,0.7550931258412906
61,1,0.3428205353567698,0.551346642458164,0.705289389751155
63,1,0.41974107893279894,0.5699833494764561,0.7797192001696251
64,0,0.5194700199799125,0.6226143567585628,0.889944066502034
65,1,0.46661541200723866,0.49030036409164207,0.7651621199514518
66,0,0.4612889688212111,0.3663341213015759,0.6428403578287609
67,1,0.33465940392641524,0.3932114583828096,0.5602541853915957
68,0,0.3196479727935858,0.34990869775014577,0.5363254339712439
69,1,0.36644615163831484,0.24251938276096127,0.4753890659073301
70,0,0.44142475566208644,0.3890916690665759,0.6522292993385085
71,1,0.35917664197447413,0.39915158215592267,0.5897059010165137
72,0,0.5718640392492935,0.45799764027656076,0.8009353377745997
74,0,0.4930385274893656,0.38815210497365704,0.682974854436271
76,0,0.28674298649356955,0.3394401267282727,0.48279602134256155
77,1,0.30720844660475083,0.32258930328092433,0.4928111483707468
79,1,0.39668337177651963,0.46146948884303,0.6605096404471004
80,0,0.6367914295738826,0.5839592264540959,0.9840551326054534
81,1,0.564783107571787,0.45652480880771235,0.793301107259832
84,0,0.5043066536849949,0.40795366507404457,0.7327328879956789
85,1,0.4928957027507856,0.6690195576510283,0.893136063301414
86,0,0.7004475118588515,0.6481923211572421,1.0423070758109108
87,1,0.5340149856281585,0.4739333080627433,0.8114083886093931
88,0,0.6175459087535508,0.4953615483093408,0.8710190062420886
89,1,0.5109598800410298,0.716081414259238,0.9588965201055302
90,0,0.3593027949966527,0.2901427624851551,0.4960018112099344
91,1,0.4991245332318413,0.29219480229183775,0.6186965187349762
92,0,0.5086056290429669,0.6059038664607213,0.8645719461279912
93,1,0.3994203189791407,0.36498475027189775,0.5815469219557189
94,0,0.744925768087528,0.593542176855383,1.0514469530078359
95,1,0.5262016800774395,0.6426623114659235,0.9309663502132581
96,0,0.48902553971548446,0.5747123504738122,0.840780353435142
99,1,0.37681342849715144,0.3700919624910406,0.5633132303021947
100,0,0.36249856421692206,0.38488528604155076,0.5937031690784432
101,1,0.570485333035234,0.49931514544208344,0.8350141698826641
102,0,0.49248182436937804,0.3307513044049964,0.6433006277571609
