bins,hist,errors
-10.50079232719939,0.000703358537014243,0.00017583963425356076
-9.38577372390938,0.0008791981712678037,0.0002637594513803411
-8.27075512061937,0.000703358537014243,0.0002637594513803411
-7.155736517329361,0.0017583963425356075,0.00043959908563390187
-6.040717914039352,0.0015825567082820467,0.00043959908563390187
-4.925699310749342,0.0017583963425356075,0.0006154387198874626
-3.8106807074593316,0.0031651134165640933,0.0011429576226481448
-2.6956621041693225,0.011429576226481448,0.0034288728679444345
-1.5806435008793134,0.03059609636011957,0.009759099701072622
-0.46562489758930425,0.21118340073852646,0.06752241955336732
0.6493937057007066,0.5308598558114999,0.15975030771935994
1.7644123089907158,0.16370669949006506,0.05240021100756111
2.879430912280725,0.021628275013187974,0.006857745735888869
3.994449515570736,0.007736943907156673,0.00237383506242307
5.109468118860743,0.002989273782310533,0.0009671179883945841
6.224486722150754,0.0031651134165640933,0.0010550378055213644
7.339505325440765,0.0017583963425356075,0.000703358537014243
8.454523928730772,0.000703358537014243,0.00017583963425356076
9.569542532020783,0.002110075611042729,0.000703358537014243
10.68456113531079,0.0003516792685071215,0.00017583963425356076
11.7995797386008,0.0012308774397749253,0.0003516792685071215
