bins,hist,errors
-8.99056920528545,0.0010557803976772831,0.00035192679922576106
-8.015857915984746,0.0007038535984515221,0.00017596339961288053
-7.041146626684045,0.00035192679922576106,0.00017596339961288053
-6.066435337383341,0.0010557803976772831,0.00035192679922576106
-5.091724048082639,0.0008798169980644026,0.00035192679922576106
-4.117012758781937,0.002463487594580327,0.0005278901988386416
-3.142301469481234,0.0042231215907091325,0.0012317437972901636
-2.1675901801805315,0.010557803976772832,0.002991377793418969
-1.192878890879829,0.06158718986450818,0.02067569945451346
-0.21816760157912718,0.2808375857821573,0.08551821221185993
0.7565436877215763,0.4363892310399437,0.1304768608129509
1.731254977022278,0.14428998768256202,0.04513461200070385
2.7059662663229815,0.02991377793418969,0.009238078479676228
3.6806775556236833,0.008798169980644026,0.002639450994193208
4.655388844924387,0.003695231391870491,0.0010557803976772831
5.6301001342250885,0.0038711947914833716,0.0009677986978708429
6.60481142352579,0.00334330459264473,0.0009677986978708429
7.579522712826494,0.0012317437972901636,0.00035192679922576106
8.554234002127197,0.0017596339961288051,0.00035192679922576106
9.528945291427897,0.0019355973957416858,0.0006158718986450818
10.5036565807286,0.0010557803976772831,0.0002639450994193208
