error_deg_x_mean,error_deg_x_std,error_deg_y_mean,error_deg_y_std,error_deg_xy_mean,error_deg_xy_std
0.60979965086607,0.1308467922932633,0.9101179473961576,0.1201813664950194,1.2109292116886128,0.14521351406709002
