experiment,eye_id,error_deg_x,error_deg_y,error_deg_xy
85,1,0.40828410377252644,0.579329088645607,0.7769149744700916
87,1,0.6087262224964973,0.45006371054466227,0.8283885812273482
88,0,0.6144736029520061,0.5081223187373192,0.8793097943212538
89,1,0.5370405619113534,0.6212342976313643,0.9108998958858555
90,0,0.39631786820442133,0.30222057451055456,0.5430206427132644
91,1,0.5384190270214254,0.2964401733745439,0.659225539971442
92,0,0.5564879944568106,0.5872165672260228,0.8800401972610041
93,1,0.44182312612215724,0.37024999987006946,0.6140055563205465
94,0,0.7442645865256339,0.5566432322879499,1.0547422062062102
95,1,0.5601270534267411,0.563770587337669,0.9097924012258143
99,1,0.4003238250788618,0.37119286189141726,0.5837452925980952
100,0,0.44488035761428985,0.35111217865320804,0.6373612466786293
101,1,0.5996688484701886,0.43419162158114566,0.8016172027700046
102,0,0.5315018726674425,0.354627099190938,0.6923428097352979
103,1,0.5994935363827886,0.5107566002693221,0.8388530877606738
104,0,0.5087489968599218,0.32323888732961986,0.6610721677963487
105,1,0.3776808209155689,0.35940124894795183,0.5845675955931787
106,0,0.5671909393591196,0.5542536038087007,0.8806667388359298
107,1,0.6484117348988894,0.5706758711233777,0.9403140917401022
108,0,0.5808610149515538,0.39706704276193594,0.7872171564979084
109,1,0.48891062858042744,0.49962795134252297,0.7626395679021621
110,0,0.7896274683244661,0.5425523992267258,1.0371087593326396
111,1,0.7110224696469174,0.631131162503626,1.0322604696967146
112,0,0.4076151402465695,0.35503173216532213,0.5895595483785084
113,1,0.45958771691700123,0.40408299832066363,0.6922484089166945
114,0,0.5938700694469561,0.5436620824962315,0.8751698579173457
117,1,0.7863737849242521,0.4373691632222967,0.9513333459313537
118,0,0.4580438595633319,0.35280092141776226,0.6381135195625809
120,0,0.47291865362585567,0.367085637333413,0.6492367570899665
121,1,0.4683500437401281,0.4051747433328453,0.6992909669313215
122,0,0.6489269937487879,0.7258248187761984,1.0555601991851633
123,1,0.5185313068159166,0.5257753058270745,0.7879896948725147
126,0,0.35503660318405506,0.3169496989063205,0.5505346254954488
127,1,0.52149353807403,0.4553937649828334,0.7528301292790778
128,0,0.48952659796253795,0.23325273528761434,0.5789048732500871
129,1,0.5324497967694304,0.3237958918539401,0.6929959697868362
130,0,0.7023430767555777,0.3984814198901305,0.8630554538189028
131,1,0.9051780701749144,0.5473080759070272,1.1504248329457498
132,0,0.5782869644269326,0.5199682614479797,0.8517481631739717
133,1,0.6619431356177379,0.7585352903646961,1.1024153444439537
137,1,0.4564080778313357,0.48242049907819495,0.770558734075656
138,0,0.7853851042142069,0.7537788528329971,1.209825027661055
140,0,0.7828816431110358,0.577815183526722,1.0434764988935512
141,1,0.431569365779423,0.27455590536698293,0.5653215749019598
142,0,0.5568208437123316,0.6290514488885219,0.9196423521066933
143,1,0.795299869882886,0.682240303956034,1.1580380212198869
144,0,0.8888502449909547,0.7606151224620782,1.326345554844992
145,1,0.8535387193176625,0.5765246856847142,1.112955504991566
146,0,0.6852516257277176,0.4634036396286108,0.9030608931460463
149,1,0.5953450007413815,0.5216206141209032,0.8844877840556369
150,0,0.6919806521510664,0.6280536563819705,1.049783773582271
152,0,0.4924642091262001,0.6119091551679592,0.8572838910724924
154,0,0.6916609667470403,0.5716122178577461,0.976137416357868
155,1,0.602224366167695,0.5631984532900796,0.9211709838277059
156,0,0.5714455490349968,0.3661994189053066,0.7368781558613902
157,1,0.3666130051559893,0.26268864002239584,0.4933419017101118
158,0,0.5633731134595972,0.3793940859578878,0.7307459939766319
159,1,0.5319938311672726,0.6153865906358329,0.8875871890843907
160,0,0.5320045930579286,0.5832682325534942,0.873769167235023
161,1,0.5549190447706932,0.47000013666081863,0.820092041787529
162,0,0.6139168866273571,0.5135470751789951,0.8881349606769581
163,1,0.6593826550010053,0.4822137907863446,0.9230279827217609
165,1,0.6663880555804716,0.3714402731093215,0.8521954545929293
