error_deg_x_mean,error_deg_x_std,error_deg_y_mean,error_deg_y_std,error_deg_xy_mean,error_deg_xy_std
0.5956926075965278,0.12803268023603173,0.5577600828646851,0.11844218775558098,0.9107704027746069,0.16443818987449532
