x,y
-11.55087155991933,7.514743245760146e-54
-11.526316595682713,1.2292274454381306e-53
-11.501761631446096,2.0087104766615673e-53
-11.47720666720948,3.279211555854872e-53
-11.452651702972862,5.347964571610268e-53
-11.428096738736246,8.713138191994588e-53
-11.403541774499628,1.4181679861308185e-52
-11.378986810263012,2.305938643208118e-52
-11.354431846026396,3.745715706385348e-52
-11.329876881789778,6.078394335869522e-52
-11.305321917553162,9.853940275614846e-52
-11.280766953316544,1.595871704708865e-51
-11.256211989079928,2.5819808583366e-51
-11.23165702484331,4.173256290278325e-51
-11.207102060606694,6.73851329829255e-51
-11.182547096370078,1.0869764066636214e-50
-11.15799213213346,1.7516330874636593e-50
-11.133437167896844,2.819896428682918e-50
-11.108882203660226,4.535134478600206e-50
-11.08432723942361,7.286419586043381e-50
-11.059772275186994,1.1695133343499804e-49
-11.035217310950376,1.8752672715062403e-49
-11.01066234671376,3.0039186348380894e-49
-10.986107382477142,4.80706672836482e-49
-10.961552418240526,7.684916112794025e-49
-10.936997454003908,1.2273406157639262e-48
-10.912442489767292,1.958204644239401e-48
-10.887887525530676,3.121174433872674e-48
-10.863332561294058,4.969869673420317e-48
-10.838777597057442,7.905674957577308e-48
-10.814222632820824,1.2563189284095657e-47
-10.789667668584208,1.9944715544889013e-47
-10.76511270434759,3.1631718348520923e-47
-10.740557740110974,5.01169598122267e-47
-10.716002775874358,7.932565115745588e-47
-10.69144781163774,1.2543235268815616e-46
-10.666892847401124,1.981401491000589e-46
-10.642337883164506,3.1268165171036037e-46
-10.61778291892789,4.929459514169729e-46
-10.593227954691272,7.763600967810023e-46
-10.568672990454656,1.2215017728777956e-45
-10.54411802621804,1.9199591675859102e-45
-10.519563061981422,3.0147886953982254e-45
-10.495008097744806,4.7292117338331024e-45
-10.470453133508189,7.411184644218476e-45
-10.445898169271572,1.1602551461042977e-44
-10.421343205034955,1.8146228190302764e-44
-10.396788240798339,2.835216496528114e-44
-10.372233276561722,4.4254056004365175e-44
-10.347678312325105,6.900601207930786e-44
-10.323123348088489,1.0749487853809176e-43
-10.29856838385187,1.672844649085936e-43
-10.274013419615255,2.6007011183868317e-43
-10.249458455378637,4.039171302170705e-43
-10.22490349114202,6.2670201992183386e-43
-10.200348526905405,9.71397343792159e-43
-10.175793562668787,1.5041797006424906e-42
-10.15123859843217,2.326856121596347e-42
-10.126683634195553,3.595889448207064e-42
-10.102128669958937,5.551497229212676e-42
-10.077573705722319,8.562112269678562e-42
-10.053018741485703,1.3192244862156506e-41
-10.028463777249087,2.030595801639318e-41
-10.003908813012469,3.122448318915206e-41
-9.979353848775853,4.796605803790764e-41
-9.954798884539235,7.361050429661507e-41
-9.930243920302619,1.1285285543885729e-40
-9.905688956066001,1.728432031509881e-40
-9.881133991829385,2.6445942829223505e-40
-9.856579027592769,4.042339618523456e-40
-9.832024063356151,6.172676774516475e-40
-9.807469099119535,9.416321302627824e-40
-9.782914134882917,1.4350135325357234e-39
-9.758359170646301,2.1847297312492018e-39
-9.733804206409683,3.3228170933432816e-39
-9.709249242173067,5.0487300220382886e-39
-9.684694277936451,7.663459280801395e-39
-9.660139313699833,1.16207606273418e-38
-9.635584349463217,1.760399559928849e-38
-9.6110293852266,2.6641271105653726e-38
-9.586474420989983,4.027778945916994e-38
-9.561919456753365,6.083357054840639e-38
-9.53736449251675,9.178843865247225e-38
-9.512809528280133,1.383565270503239e-37
-9.488254564043515,2.0834271359248045e-37
-9.4636995998069,3.134180292507054e-37
-9.439144635570283,4.710170512563271e-37
-9.414589671333665,7.071577052024187e-37
-9.390034707097048,1.0606275921895434e-36
-9.365479742860432,1.5891926913708872e-36
-9.340924778623815,2.3787959576450305e-36
-9.316369814387198,3.5571716243870754e-36
-9.291814850150582,5.3139741994368905e-36
-9.267259885913965,7.930508928505429e-36
-9.242704921677348,1.1823598400024276e-35
-9.21814995744073,1.761024006888531e-35
-9.193594993204114,2.620281059428299e-35
-9.169040028967498,3.894910417858798e-35
-9.14448506473088,5.783810615516666e-35
-9.119930100494264,8.58020470604391e-35
-9.095375136257648,1.2715932954234448e-34
-9.07082017202103,1.882633594613234e-34
-9.046265207784412,2.784520205862918e-34
-9.021710243547796,4.114356673209226e-34
-8.99715527931118,6.073240743560381e-34
-8.972600315074562,8.955834319021095e-34
-8.948045350837946,1.3193456790790337e-33
-8.92349038660133,1.9416821683602467e-33
-8.898935422364712,2.8547276411311446e-33
-8.874380458128094,4.1929358001678395e-33
-8.849825493891478,6.152317504745345e-33
-8.825270529654862,9.018332891170525e-33
-8.800715565418244,1.3206288457459927e-32
-8.776160601181628,1.9319785070616212e-32
-8.751605636945012,2.823519535815372e-32
-8.727050672708394,4.1223636311120647e-32
-8.702495708471776,6.01268973009582e-32
-8.67794074423516,8.761092874609573e-32
-8.653385779998544,1.2753070762626437e-31
-8.628830815761926,1.854548730424135e-31
-8.60427585152531,2.694193128217409e-31
-8.579720887288694,3.910084955300815e-31
-8.555165923052076,5.669054833135047e-31
-8.53061095881546,8.211114657844323e-31
-8.506055994578842,1.1881207211460136e-30
-8.481501030342226,1.717457577674553e-30
-8.456946066105608,2.4801529338511406e-30
-8.432391101868992,3.577979923806695e-30
-8.407836137632376,5.156610539637024e-30
-8.383281173395758,7.424338408255016e-30
-8.358726209159142,1.0678694966696724e-29
-8.334171244922524,1.5344247605089705e-29
-8.309616280685908,2.2026221863105796e-29
-8.28506131644929,3.1586493442940114e-29
-8.260506352212674,4.525117040474945e-29
-8.235951387976058,6.47627396264149e-29
-8.21139642373944,9.259501419742519e-29
-8.186841459502824,1.3225648851031804e-28
-8.162286495266207,1.8871801836967468e-28
-8.13773153102959,2.6901515219361444e-28
-8.113176566792973,3.8309555372567616e-28
-8.088621602556357,5.450100058474887e-28
-8.06406663831974,7.745845573729425e-28
-8.039511674083123,1.0997657437941562e-27
-8.014956709846507,1.5599063864273564e-27
-7.990401745609889,2.2103644094870847e-27
-7.965846781373273,3.128932662427745e-27
-7.941291817136656,4.4248193969287125e-27
-7.916736852900039,6.251178158185957e-27
-7.892181888663422,8.822571737536563e-27
-7.867626924426805,1.2439287773092178e-26
-7.843071960190189,1.7521158823198766e-26
-7.818516995953571,2.4654552972860466e-26
-7.793962031716955,3.465759587403338e-26
-7.769407067480338,4.867060321850098e-26
-7.744852103243721,6.828133744648009e-26
-7.720297139007104,9.569831790207356e-26
-7.695742174770487,1.3399036925834053e-25
-7.671187210533871,1.8741737831770177e-25
-7.646632246297253,2.6188650974666943e-25
-7.622077282060637,3.6558081075968274e-25
-7.59752231782402,5.098244393855293e-25
