error_deg_x_mean,error_deg_x_std,error_deg_y_mean,error_deg_y_std,error_deg_xy_mean,error_deg_xy_std
0.5920464636193465,0.1869744502315286,0.4802838634496882,0.1318788278221001,0.8431380874484558,0.2324305484415905
