experiment,eye_id,error_deg_x,error_deg_y,error_deg_xy
0,0,0.49330044007970164,0.8546225107880092,1.0647350643019027
1,1,0.6897421312730682,0.897243371428792,1.2628127081844753
2,0,0.5686780202109497,0.8565544785357951,1.1387952298336947
3,1,0.607904191711596,0.8436851189406368,1.1429252492398847
4,0,0.43044888328655784,0.9164001917512715,1.0834768910124053
6,0,0.5398175956359132,0.9934443061023911,1.236977004160749
7,1,0.5697493894743312,0.911725610703685,1.1834504240229613
8,0,0.6645393903301229,0.9639600491076852,1.2445736490386592
9,1,0.67518422970674,0.8944128789233603,1.266294741322374
10,0,0.5022130791652052,0.7500772642283507,1.0094210532818357
11,1,0.5128050296152882,0.7862859521032161,1.0266308512724038
12,0,0.44892411120103404,0.8526042634573029,1.037688498024503
13,1,0.45071245653688236,0.8240923182978432,1.0209914866401495
14,0,0.6135362160550443,0.8453305584763502,1.1823020064371639
15,1,0.6246818367254243,0.8140295869691372,1.1581959837802425
16,0,0.6838010600349752,0.8618444747596283,1.2190831414857537
17,1,0.513677910894345,1.0523113606370456,1.2504318242291201
18,0,0.603135053014346,0.9818026871082203,1.2750085782528788
19,1,0.7214836680190656,0.787819529485397,1.2192009733835782
20,0,0.4867272968675817,1.0970248191723215,1.2854514786537539
21,1,0.6333603501963804,1.0418898385752666,1.3146533236022175
22,0,0.6778568235688698,0.891068898289553,1.2769465159053794
25,1,0.863881320030295,1.0453632110635285,1.502941143873824
26,0,0.664584848218126,0.9153587092027099,1.2113396077808443
29,1,0.4617327748944697,0.9758643962018555,1.1734789054285752
30,0,0.6154607268937242,0.869636621772459,1.178533799747586
31,1,0.5495459623306531,0.8330633600890991,1.0970363126690887
32,0,0.6277362263622406,0.9086532392933832,1.20992469818711
33,1,0.9327629046598492,0.9601966756010538,1.5119852728018792
34,0,0.6443722573183992,1.0048810851652907,1.3006738004614662
35,1,0.7422826402820537,0.9616206055426506,1.3518213219761377
36,0,0.7780188560544037,0.8210777431999979,1.270349156378984
37,1,0.7076285634200017,0.8823557531534953,1.2725817602066536
38,0,0.6611750109853243,1.092753288232737,1.4031326879793733
39,1,0.5952838601840632,1.028272997417627,1.2756481642838307
40,0,0.5996110261023581,0.9178124146318707,1.23249006371222
41,1,0.5780551501987868,0.8825569176035591,1.1776772785801084
43,1,0.5247627861290489,0.7758916328594534,1.039091958647238
46,0,0.4093443283173454,0.8897472936134285,1.0611345507123766
48,0,0.5666000897724861,0.862941410629433,1.15848889636133
49,1,0.46566121443887726,0.8109100154251743,1.0231612278716218
52,0,0.8630970285749876,0.7152537089437724,1.2443868989879807
53,1,0.49217846704441925,0.866870733509825,1.1031301325224718
56,0,0.4833891446673477,1.047726758783926,1.2354939024845235
57,1,0.5411860926801891,0.8197756776331797,1.0728374301839452
59,1,0.5733795719112198,0.9817398828071187,1.2720915599889786
60,0,0.5251898806408669,0.7605525971296948,1.0265777774509326
61,1,0.486662160760115,0.7070488823802882,0.9433893838250574
63,1,0.6051446995239605,0.8986827261604563,1.2116518565802272
64,0,0.641268581648283,1.0633643655439105,1.387004620437884
65,1,0.5550126305998857,0.9842613562090693,1.23912392647967
66,0,0.5401469291309252,0.747395513049662,1.0407066944060195
67,1,0.4636909920695169,0.7600106572447985,0.9867552281049407
68,0,0.39163978480998574,0.7719102326296015,0.9423046735849261
69,1,0.5318635300494607,0.9111490103962089,1.1570679799283214
70,0,0.48072870424717096,0.744798792347272,0.95925627564092
71,1,0.509039721990889,0.7538570957747796,1.006878378390692
72,0,0.6720412595230083,1.053770947273652,1.371583032903856
74,0,0.548825755594988,0.9342832450604056,1.1664165226661674
76,0,0.4184572877933848,0.8468397622684013,1.0261232159316271
